sample_index,score,is_prototype,true_dominant_type,pred_dominant_type,true_Luminal_Macrophages,pred_Luminal_Macrophages,true_Type 2 alveolar,pred_Type 2 alveolar,true_Fibroblasts,pred_Fibroblasts,true_Dendritic cells,pred_Dendritic cells
232,0.9987956,True,Type 2 alveolar,Type 2 alveolar,0.033333335,0.034032848,0.4,0.39865103,0.23333333,0.23504262,0.33333334,0.33227354
1632,0.99877244,True,Type 2 alveolar,Type 2 alveolar,0.2,0.1977861,0.36666667,0.36688587,0.33333334,0.33309206,0.1,0.10223593
3146,0.9987302,True,Type 2 alveolar,Type 2 alveolar,0.27586207,0.27840173,0.3448276,0.3447154,0.27586207,0.27451423,0.10344828,0.10236869
3648,0.9987287,True,Type 2 alveolar,Dendritic cells,0.06666667,0.06557399,0.33333334,0.33198774,0.26666668,0.26920924,0.33333334,0.33322904
1226,0.99872684,True,Luminal_Macrophages,Dendritic cells,0.31034482,0.3109077,0.1724138,0.17053552,0.20689656,0.2062285,0.31034482,0.3123283
2474,0.99872136,True,Type 2 alveolar,Type 2 alveolar,0.2,0.20166741,0.3,0.3008899,0.2,0.19973548,0.3,0.29770717
241,0.99869996,True,Fibroblasts,Fibroblasts,0.1,0.09956794,0.1,0.09783193,0.43333334,0.43356836,0.36666667,0.3690317
189,0.99867755,True,Type 2 alveolar,Type 2 alveolar,0.38709676,0.38476112,0.41935483,0.42183933,0.09677419,0.0969346,0.09677419,0.09646495
4459,0.9986489,True,Luminal_Macrophages,Luminal_Macrophages,0.6333333,0.6324005,0.1,0.1007644,0.033333335,0.03156391,0.23333333,0.23527119
695,0.99864304,True,Luminal_Macrophages,Luminal_Macrophages,0.3,0.300935,0.3,0.30021355,0.26666668,0.26823202,0.13333334,0.1306194
122,0.99863446,True,Fibroblasts,Fibroblasts,0.16666667,0.16658802,0.033333335,0.034293335,0.6666667,0.6684377,0.13333334,0.13068089
4834,0.99862987,True,Dendritic cells,Dendritic cells,0.20689656,0.20415625,0.27586207,0.27782628,0.20689656,0.20726223,0.31034482,0.31075525
2800,0.9986298,True,Luminal_Macrophages,Luminal_Macrophages,0.3,0.29975805,0.23333333,0.23421752,0.26666668,0.26416823,0.2,0.20185618
1356,0.99861854,True,Luminal_Macrophages,Luminal_Macrophages,0.33333334,0.3308726,0.23333333,0.23471917,0.2,0.19969779,0.23333333,0.2347104
3970,0.9986177,True,Fibroblasts,Fibroblasts,0.06666667,0.06558433,0.3,0.30031356,0.33333334,0.33165115,0.3,0.30245098
4307,0.9986152,True,Fibroblasts,Dendritic cells,0.2,0.19925193,0.2,0.20091452,0.3,0.2979784,0.3,0.30185506
1722,0.99860096,True,Luminal_Macrophages,Luminal_Macrophages,0.43333334,0.43273908,0.43333334,0.43200716,0.1,0.09912236,0.033333335,0.036131386
2647,0.9985978,True,Type 2 alveolar,Fibroblasts,0.1,0.1016679,0.3,0.29879847,0.3,0.3011365,0.3,0.29839715
2182,0.998595,True,Luminal_Macrophages,Luminal_Macrophages,0.36666667,0.3694188,0.033333335,0.03261385,0.3,0.29790947,0.3,0.30005783
1002,0.99854994,True,Type 2 alveolar,Type 2 alveolar,0.2,0.19966683,0.43333334,0.4307664,0.06666667,0.06687895,0.3,0.30268782
1248,0.998541,True,Luminal_Macrophages,Luminal_Macrophages,0.33333334,0.33311158,0.23333333,0.2362513,0.1,0.09843453,0.33333334,0.33220255
2950,0.9984904,True,Fibroblasts,Dendritic cells,0.1,0.10241446,0.1,0.097936355,0.4,0.39904442,0.4,0.40060478
2778,0.9984836,True,Dendritic cells,Dendritic cells,0.06666667,0.063971125,0.1,0.100343816,0.36666667,0.36935565,0.46666667,0.46632943
4780,0.9984761,True,Type 2 alveolar,Fibroblasts,0.20689656,0.2042107,0.27586207,0.27550006,0.27586207,0.2785732,0.2413793,0.24171606
2532,0.99847305,True,Dendritic cells,Dendritic cells,0.3,0.30144212,0.26666668,0.26534238,0.1,0.09827034,0.33333334,0.33494517
2153,0.9984597,True,Type 2 alveolar,Type 2 alveolar,0.32258064,0.32566127,0.3548387,0.35268146,0.19354838,0.19292177,0.12903225,0.1287355
2728,0.9984165,True,Luminal_Macrophages,Luminal_Macrophages,0.4516129,0.4526416,0.09677419,0.095627375,0.06451613,0.062495854,0.38709676,0.38923508
2671,0.9984096,True,Luminal_Macrophages,Luminal_Macrophages,0.5,0.500437,0.033333335,0.03607702,0.3,0.2989697,0.16666667,0.16451629
2102,0.998396,True,Dendritic cells,Dendritic cells,0.23333333,0.2333447,0.23333333,0.23500502,0.2,0.20152505,0.33333334,0.33012527
1058,0.9983912,False,Type 2 alveolar,Dendritic cells,0.06451613,0.061298613,0.32258064,0.3228833,0.29032257,0.29188347,0.32258064,0.3239346
2458,0.9983654,False,Luminal_Macrophages,Type 2 alveolar,0.4,0.40046492,0.4,0.40280423,0.1,0.09755696,0.1,0.099173896
221,0.9983575,False,Dendritic cells,Dendritic cells,0.26666668,0.26338163,0.033333335,0.03535273,0.26666668,0.26696292,0.43333334,0.43430272
4429,0.9983558,False,Type 2 alveolar,Type 2 alveolar,0.06666667,0.06536021,0.43333334,0.43432873,0.13333334,0.13135135,0.36666667,0.3689597
3284,0.9983512,False,Luminal_Macrophages,Dendritic cells,0.31034482,0.30900693,0.13793103,0.13838558,0.2413793,0.23941962,0.31034482,0.3131879
1299,0.9983297,False,Dendritic cells,Dendritic cells,0.26666668,0.267423,0.2,0.20258431,0.2,0.19749923,0.33333334,0.33249345
3541,0.99832046,False,Luminal_Macrophages,Luminal_Macrophages,0.53333336,0.534796,0.1,0.09960389,0.33333334,0.33037037,0.033333335,0.03522978
3787,0.99831903,False,Luminal_Macrophages,Luminal_Macrophages,0.5,0.4971196,0.23333333,0.23340684,0.033333335,0.03662179,0.23333333,0.23285171
2624,0.9983138,False,Type 2 alveolar,Type 2 alveolar,0.3,0.30226612,0.33333334,0.3315061,0.23333333,0.23443964,0.13333334,0.1317882
4384,0.9983092,False,Luminal_Macrophages,Fibroblasts,0.4,0.39858025,0.06666667,0.06470481,0.4,0.40053928,0.13333334,0.13617565
1017,0.9982794,False,Luminal_Macrophages,Luminal_Macrophages,0.3548387,0.3564017,0.06451613,0.062769584,0.22580644,0.2276847,0.3548387,0.35314402
2441,0.99827164,False,Dendritic cells,Dendritic cells,0.26666668,0.2663546,0.1,0.10157451,0.3,0.29685542,0.33333334,0.33521548
1816,0.9982669,False,Luminal_Macrophages,Luminal_Macrophages,0.4,0.3981289,0.033333335,0.03217823,0.3,0.29955995,0.26666668,0.2701329
1186,0.9982604,False,Type 2 alveolar,Type 2 alveolar,0.23333333,0.23178083,0.33333334,0.33140665,0.26666668,0.26983598,0.16666667,0.16697657
3692,0.9982242,False,Dendritic cells,Dendritic cells,0.37931034,0.37919685,0.03448276,0.034384493,0.06896552,0.065625705,0.51724136,0.52079296
1480,0.99821776,False,Dendritic cells,Dendritic cells,0.06666667,0.06819408,0.33333334,0.33465305,0.23333333,0.23405072,0.36666667,0.36310217
3289,0.9982025,False,Luminal_Macrophages,Luminal_Macrophages,0.36666667,0.36354312,0.33333334,0.3328619,0.16666667,0.16872941,0.13333334,0.13486557
1241,0.99820024,False,Dendritic cells,Dendritic cells,0.3,0.2993846,0.3,0.30136234,0.06666667,0.06890383,0.33333334,0.33034918
956,0.9981972,False,Luminal_Macrophages,Luminal_Macrophages,0.33333334,0.33478144,0.2,0.1968921,0.3,0.3021575,0.16666667,0.16616903
104,0.998194,False,Dendritic cells,Dendritic cells,0.06896552,0.069397986,0.10344828,0.09983624,0.3448276,0.34771684,0.4827586,0.48304892
3389,0.9981881,False,Type 2 alveolar,Type 2 alveolar,0.2,0.20064564,0.3,0.29878888,0.3,0.29758736,0.2,0.20297816
2819,0.9981818,False,Luminal_Macrophages,Luminal_Macrophages,0.33333334,0.33184066,0.3,0.3027388,0.2,0.2008976,0.16666667,0.16452296
4120,0.99817735,False,Type 2 alveolar,Fibroblasts,0.26666668,0.26921117,0.3,0.2973774,0.3,0.29897732,0.13333334,0.13443406
3316,0.9981498,False,Luminal_Macrophages,Type 2 alveolar,0.32258064,0.32233384,0.32258064,0.32496598,0.16129032,0.1578368,0.19354838,0.19486344
2492,0.99814343,False,Fibroblasts,Fibroblasts,0.1,0.09628681,0.2,0.20263249,0.36666667,0.3668825,0.33333334,0.3341982
900,0.99814034,False,Type 2 alveolar,Type 2 alveolar,0.26666668,0.2637419,0.3,0.30371925,0.26666668,0.26619583,0.16666667,0.16634299
1350,0.99813414,False,Luminal_Macrophages,Luminal_Macrophages,0.36666667,0.369179,0.3,0.29626834,0.06666667,0.0678355,0.26666668,0.2667172
2214,0.99813163,False,Type 2 alveolar,Type 2 alveolar,0.06666667,0.064921714,0.33333334,0.3335959,0.3,0.29800823,0.3,0.3034742
377,0.9981302,False,Dendritic cells,Dendritic cells,0.2,0.20373955,0.26666668,0.26606882,0.2,0.19925089,0.33333334,0.33094075
4367,0.99811447,False,Type 2 alveolar,Type 2 alveolar,0.29032257,0.29378688,0.38709676,0.3843138,0.16129032,0.16159709,0.16129032,0.16030218
1373,0.9981141,False,Type 2 alveolar,Fibroblasts,0.1,0.10377176,0.3,0.2986143,0.3,0.29918653,0.3,0.29842743
4082,0.9981065,False,Dendritic cells,Dendritic cells,0.1,0.10320926,0.23333333,0.23057619,0.16666667,0.1672444,0.5,0.49897012
4899,0.9980922,False,Luminal_Macrophages,Luminal_Macrophages,0.46666667,0.46342266,0.1,0.099428326,0.23333333,0.23581561,0.2,0.20133345
2627,0.9980851,False,Luminal_Macrophages,Luminal_Macrophages,0.4516129,0.45347553,0.12903225,0.12520242,0.22580644,0.2272913,0.19354838,0.19403076
4101,0.99805856,False,Luminal_Macrophages,Luminal_Macrophages,0.33333334,0.33428302,0.26666668,0.26534873,0.1,0.09743511,0.3,0.3029332
3996,0.99804944,False,Dendritic cells,Dendritic cells,0.2580645,0.2595187,0.22580644,0.227357,0.19354838,0.19444472,0.32258064,0.3186795
2831,0.9980451,False,Luminal_Macrophages,Luminal_Macrophages,0.3,0.30067885,0.23333333,0.23202917,0.3,0.29739437,0.16666667,0.16989766
1447,0.998044,False,Luminal_Macrophages,Luminal_Macrophages,0.36666667,0.36436346,0.16666667,0.16535054,0.2,0.19970737,0.26666668,0.27057862
4655,0.99804056,False,Fibroblasts,Fibroblasts,0.032258064,0.035612363,0.12903225,0.12807378,0.6451613,0.64572585,0.19354838,0.190588
2922,0.99802303,False,Type 2 alveolar,Type 2 alveolar,0.26666668,0.26573387,0.36666667,0.36425275,0.26666668,0.27062055,0.1,0.09939285
1016,0.99801785,False,Luminal_Macrophages,Luminal_Macrophages,0.33333334,0.3368595,0.33333334,0.32994953,0.2,0.2004381,0.13333334,0.13275288
4989,0.99800986,False,Luminal_Macrophages,Luminal_Macrophages,0.3,0.3027282,0.2,0.20125204,0.2,0.19865969,0.3,0.29736003
240,0.9979986,False,Fibroblasts,Fibroblasts,0.26666668,0.2687725,0.2,0.19599718,0.3,0.3013256,0.23333333,0.23390469
3362,0.9979928,False,Dendritic cells,Dendritic cells,0.26666668,0.2679262,0.23333333,0.23120861,0.2,0.19811031,0.3,0.3027549
4156,0.9979554,False,Type 2 alveolar,Type 2 alveolar,0.22580644,0.22852774,0.29032257,0.28995997,0.29032257,0.28659597,0.19354838,0.19491632
2200,0.99790776,False,Luminal_Macrophages,Dendritic cells,0.3,0.30027923,0.23333333,0.23114294,0.16666667,0.16467257,0.3,0.30390525
1939,0.997904,False,Fibroblasts,Fibroblasts,0.1,0.101343244,0.33333334,0.33256018,0.53333336,0.52991444,0.033333335,0.03618208
2844,0.9979014,False,Dendritic cells,Dendritic cells,0.26666668,0.26699623,0.16666667,0.16988423,0.23333333,0.22913611,0.33333334,0.33398342
3744,0.99789816,False,Luminal_Macrophages,Luminal_Macrophages,0.31034482,0.30927494,0.2413793,0.24279675,0.13793103,0.14071724,0.31034482,0.30721104
1936,0.99789673,False,Luminal_Macrophages,Luminal_Macrophages,0.33333334,0.33255532,0.16666667,0.17035784,0.16666667,0.16718201,0.33333334,0.32990488
4068,0.997896,False,Dendritic cells,Dendritic cells,0.3,0.2995103,0.26666668,0.26513103,0.06666667,0.070874594,0.36666667,0.364484
1565,0.99789166,False,Luminal_Macrophages,Luminal_Macrophages,0.3,0.303868,0.26666668,0.26369664,0.23333333,0.23208663,0.2,0.20034873
1513,0.9978846,False,Dendritic cells,Dendritic cells,0.06666667,0.067057215,0.4,0.39714646,0.1,0.09862265,0.43333334,0.43717366
2948,0.9978814,False,Fibroblasts,Fibroblasts,0.16129032,0.16424167,0.3548387,0.35279757,0.41935483,0.41715875,0.06451613,0.06580198
2090,0.9978746,False,Fibroblasts,Fibroblasts,0.06451613,0.06278546,0.41935483,0.41755298,0.4516129,0.45586365,0.06451613,0.063797876
3722,0.99787116,False,Dendritic cells,Dendritic cells,0.23333333,0.23022777,0.2,0.20049493,0.26666668,0.26551452,0.3,0.30376273
4843,0.99786776,False,Dendritic cells,Dendritic cells,0.3,0.30191156,0.033333335,0.035686206,0.3,0.29795438,0.36666667,0.3644479
423,0.99783283,False,Dendritic cells,Dendritic cells,0.37931034,0.3772195,0.03448276,0.038018644,0.13793103,0.13568754,0.44827586,0.44907433
871,0.99783045,False,Type 2 alveolar,Type 2 alveolar,0.26666668,0.27006337,0.33333334,0.32907128,0.13333334,0.13325629,0.26666668,0.26760906
2197,0.997815,False,Dendritic cells,Dendritic cells,0.1,0.09959558,0.4,0.4013143,0.06666667,0.0697224,0.43333334,0.42936778
2415,0.9978133,False,Fibroblasts,Fibroblasts,0.1724138,0.17036927,0.3448276,0.34920105,0.41379312,0.41274488,0.06896552,0.067684814
920,0.9978124,False,Luminal_Macrophages,Luminal_Macrophages,0.58064514,0.584642,0.29032257,0.28869194,0.032258064,0.03263643,0.09677419,0.09402964
4123,0.99780905,False,Dendritic cells,Dendritic cells,0.27586207,0.27722946,0.06896552,0.071539655,0.31034482,0.31078517,0.3448276,0.3404457
1555,0.9977827,False,Luminal_Macrophages,Luminal_Macrophages,0.3,0.2990636,0.23333333,0.23646711,0.26666668,0.26316848,0.2,0.20130077
996,0.99777,False,Dendritic cells,Dendritic cells,0.32258064,0.3251063,0.032258064,0.032271396,0.09677419,0.09231424,0.5483871,0.5503081
4513,0.9977662,False,Fibroblasts,Fibroblasts,0.36666667,0.3679317,0.13333334,0.13653597,0.4,0.39670274,0.1,0.09882966
162,0.9977641,False,Dendritic cells,Dendritic cells,0.3,0.30042118,0.033333335,0.037209637,0.3,0.3001743,0.36666667,0.36219493
1618,0.99776185,False,Luminal_Macrophages,Type 2 alveolar,0.4,0.39705592,0.4,0.4005533,0.16666667,0.17058966,0.033333335,0.031801105
236,0.9977561,False,Dendritic cells,Dendritic cells,0.06666667,0.06902686,0.3,0.30035576,0.3,0.3017718,0.33333334,0.3288456
3436,0.99775153,False,Type 2 alveolar,Type 2 alveolar,0.36666667,0.36728275,0.4,0.395503,0.06666667,0.069255546,0.16666667,0.16795869
625,0.9977444,False,Dendritic cells,Dendritic cells,0.26666668,0.26461458,0.2,0.20325474,0.23333333,0.23087418,0.3,0.30125648
2962,0.9977201,False,Luminal_Macrophages,Luminal_Macrophages,0.32258064,0.31802085,0.29032257,0.29261047,0.29032257,0.29077402,0.09677419,0.098594636
4529,0.9977151,False,Type 2 alveolar,Fibroblasts,0.13333334,0.13754359,0.3,0.29635486,0.3,0.2990753,0.26666668,0.2670262
4152,0.9977102,False,Dendritic cells,Dendritic cells,0.20689656,0.2054415,0.2413793,0.24585386,0.2413793,0.23825485,0.31034482,0.3104498
3746,0.9976914,False,Type 2 alveolar,Type 2 alveolar,0.13333334,0.13547404,0.6333333,0.6346241,0.16666667,0.16785234,0.06666667,0.062049527
1196,0.99769074,False,Type 2 alveolar,Type 2 alveolar,0.26666668,0.27041462,0.3,0.29563415,0.23333333,0.23420388,0.2,0.19974738
113,0.99768984,False,Luminal_Macrophages,Luminal_Macrophages,0.26666668,0.2660537,0.23333333,0.23430794,0.26666668,0.26265934,0.23333333,0.23697898
4232,0.9976816,False,Luminal_Macrophages,Luminal_Macrophages,0.3448276,0.34816083,0.1724138,0.17116462,0.13793103,0.1345435,0.3448276,0.34613106
4383,0.99768114,False,Type 2 alveolar,Type 2 alveolar,0.3,0.29732916,0.33333334,0.33571792,0.16666667,0.16469978,0.2,0.20225313
1842,0.9976798,False,Fibroblasts,Fibroblasts,0.032258064,0.035262417,0.16129032,0.16292629,0.516129,0.5121202,0.29032257,0.28969106
3417,0.9976792,False,Luminal_Macrophages,Luminal_Macrophages,0.3,0.3035988,0.26666668,0.26770958,0.2,0.1971153,0.23333333,0.23157635
1699,0.99767125,False,Luminal_Macrophages,Type 2 alveolar,0.3448276,0.3442468,0.3448276,0.34948507,0.2413793,0.23937137,0.06896552,0.066896714
585,0.9976668,False,Luminal_Macrophages,Luminal_Macrophages,0.36666667,0.37133312,0.13333334,0.13143389,0.13333334,0.13073643,0.36666667,0.36649662
1066,0.9976504,False,Dendritic cells,Dendritic cells,0.09677419,0.10065983,0.29032257,0.2911362,0.29032257,0.28755692,0.32258064,0.32064706
4763,0.9976494,False,Dendritic cells,Dendritic cells,0.3,0.29736334,0.06666667,0.06533527,0.26666668,0.27136788,0.36666667,0.36593342
1550,0.99764687,False,Fibroblasts,Fibroblasts,0.23333333,0.23090754,0.26666668,0.26857647,0.3,0.29771957,0.2,0.20279641
1444,0.9976446,False,Luminal_Macrophages,Luminal_Macrophages,0.41935483,0.41692978,0.06451613,0.06922691,0.38709676,0.38519537,0.12903225,0.12864786
4929,0.9976437,False,Dendritic cells,Dendritic cells,0.37931034,0.380096,0.03448276,0.03325402,0.06896552,0.06548169,0.51724136,0.5211683
4973,0.9976399,False,Dendritic cells,Dendritic cells,0.2,0.19853926,0.16666667,0.17138688,0.3,0.29684448,0.33333334,0.33322936
193,0.9976332,False,Luminal_Macrophages,Luminal_Macrophages,0.4,0.40108407,0.16666667,0.16694756,0.36666667,0.37003523,0.06666667,0.061933137
314,0.99762505,False,Fibroblasts,Fibroblasts,0.33333334,0.3357572,0.13333334,0.12858339,0.5,0.5006049,0.033333335,0.035054486
990,0.9976227,False,Luminal_Macrophages,Luminal_Macrophages,0.33333334,0.33728123,0.3,0.29617083,0.06666667,0.06747327,0.3,0.29907465
2136,0.99760956,False,Luminal_Macrophages,Luminal_Macrophages,0.36666667,0.36662984,0.23333333,0.23773566,0.06666667,0.06704526,0.33333334,0.3285892
3998,0.99760544,False,Luminal_Macrophages,Luminal_Macrophages,0.44827586,0.44517532,0.20689656,0.21158367,0.06896552,0.06906748,0.27586207,0.27417347
2355,0.99760294,False,Fibroblasts,Fibroblasts,0.06896552,0.069923714,0.10344828,0.101520374,0.41379312,0.41762903,0.41379312,0.41092688
3245,0.997599,False,Type 2 alveolar,Type 2 alveolar,0.23333333,0.23314746,0.3,0.29538393,0.26666668,0.2667964,0.2,0.20467222
3725,0.99759066,False,Luminal_Macrophages,Type 2 alveolar,0.3,0.2978873,0.3,0.29851043,0.23333333,0.23211698,0.16666667,0.17148532
3395,0.99759036,False,Luminal_Macrophages,Luminal_Macrophages,0.3,0.3048192,0.2,0.1994939,0.23333333,0.2313532,0.26666668,0.26433367
4576,0.99758786,False,Type 2 alveolar,Type 2 alveolar,0.06896552,0.06816047,0.3448276,0.34081185,0.27586207,0.28068635,0.31034482,0.3103413
4530,0.99757075,False,Luminal_Macrophages,Luminal_Macrophages,0.3,0.29657042,0.16666667,0.16814229,0.26666668,0.26523772,0.26666668,0.27004957
803,0.997568,False,Dendritic cells,Dendritic cells,0.2413793,0.24116461,0.2413793,0.24442504,0.2413793,0.23673002,0.27586207,0.27768037
2484,0.99756724,False,Fibroblasts,Fibroblasts,0.033333335,0.03819888,0.26666668,0.26299283,0.36666667,0.3660466,0.33333334,0.3327617
2601,0.9975672,False,Luminal_Macrophages,Luminal_Macrophages,0.4,0.40087792,0.1,0.09583991,0.36666667,0.3706544,0.13333334,0.13262779
2248,0.99756616,False,Fibroblasts,Dendritic cells,0.09677419,0.094629616,0.2580645,0.26191476,0.32258064,0.31985757,0.32258064,0.32359803
4210,0.99755836,False,Luminal_Macrophages,Luminal_Macrophages,0.37931034,0.38257155,0.03448276,0.032250512,0.2413793,0.23872834,0.3448276,0.34644967
2017,0.99755734,False,Luminal_Macrophages,Luminal_Macrophages,0.33333334,0.33606303,0.1,0.0973633,0.26666668,0.2688223,0.3,0.29775134
3034,0.99752855,False,Luminal_Macrophages,Luminal_Macrophages,0.46666667,0.46284243,0.2,0.19888142,0.2,0.2045195,0.13333334,0.13375673
3438,0.9975217,False,Type 2 alveolar,Type 2 alveolar,0.26666668,0.2685657,0.33333334,0.3283768,0.16666667,0.1674424,0.23333333,0.23561513
1315,0.9975082,False,Luminal_Macrophages,Luminal_Macrophages,0.33333334,0.3342167,0.3,0.3039879,0.3,0.30011225,0.06666667,0.061683096
2204,0.9975006,False,Type 2 alveolar,Type 2 alveolar,0.10344828,0.107464775,0.41379312,0.41477537,0.10344828,0.09947984,0.37931034,0.37827995
4725,0.99749506,False,Luminal_Macrophages,Luminal_Macrophages,0.33333334,0.33313203,0.13333334,0.12980251,0.23333333,0.23205563,0.3,0.30500987
3516,0.99749404,False,Luminal_Macrophages,Luminal_Macrophages,0.3448276,0.346405,0.31034482,0.30994803,0.1724138,0.17584828,0.1724138,0.16779871
3670,0.9974918,False,Type 2 alveolar,Type 2 alveolar,0.22580644,0.22433914,0.32258064,0.3203763,0.29032257,0.2889778,0.16129032,0.16630673
2467,0.99748266,False,Type 2 alveolar,Type 2 alveolar,0.2580645,0.26182032,0.32258064,0.3238595,0.12903225,0.12453969,0.29032257,0.28978047
2902,0.9974709,False,Luminal_Macrophages,Type 2 alveolar,0.27586207,0.27568242,0.27586207,0.2809202,0.2413793,0.23989537,0.20689656,0.20350201
4947,0.9974619,False,Type 2 alveolar,Dendritic cells,0.22580644,0.22470708,0.2580645,0.2584186,0.2580645,0.2540877,0.2580645,0.2627867
18,0.9974571,False,Type 2 alveolar,Type 2 alveolar,0.26666668,0.26627502,0.3,0.30014998,0.26666668,0.2619725,0.16666667,0.17160252
1462,0.9974547,False,Luminal_Macrophages,Dendritic cells,0.38709676,0.3886387,0.16129032,0.15619966,0.06451613,0.06599214,0.38709676,0.38916945
3603,0.9974539,False,Type 2 alveolar,Type 2 alveolar,0.29032257,0.2931108,0.3548387,0.34987363,0.06451613,0.06682005,0.29032257,0.29019547
3488,0.99745345,False,Luminal_Macrophages,Luminal_Macrophages,0.3448276,0.33973446,0.1724138,0.17384645,0.1724138,0.17523481,0.31034482,0.31118423
1077,0.9974496,False,Type 2 alveolar,Type 2 alveolar,0.09677419,0.10187499,0.61290324,0.60835946,0.12903225,0.12870967,0.16129032,0.16105583
984,0.9974473,False,Fibroblasts,Dendritic cells,0.20689656,0.20990203,0.1724138,0.17259392,0.31034482,0.30523944,0.31034482,0.3122646
878,0.9974413,False,Type 2 alveolar,Type 2 alveolar,0.06896552,0.06839343,0.37931034,0.38084385,0.1724138,0.17599767,0.37931034,0.37476507
3789,0.99744093,False,Dendritic cells,Dendritic cells,0.23333333,0.2348156,0.23333333,0.23328431,0.23333333,0.22826417,0.3,0.30363593
3107,0.9974394,False,Luminal_Macrophages,Luminal_Macrophages,0.4,0.39786798,0.06666667,0.063677445,0.16666667,0.16887397,0.36666667,0.3695806
3297,0.99743885,False,Type 2 alveolar,Type 2 alveolar,0.032258064,0.0355479,0.67741936,0.67925185,0.09677419,0.093718044,0.19354838,0.19148226
4665,0.9974326,False,Dendritic cells,Dendritic cells,0.33333334,0.33346802,0.16666667,0.16674148,0.1,0.094865136,0.4,0.40492538
2265,0.99742126,False,Dendritic cells,Dendritic cells,0.22580644,0.22729364,0.22580644,0.22920653,0.12903225,0.12387485,0.41935483,0.419625
3144,0.9974158,False,Dendritic cells,Dendritic cells,0.26666668,0.26955798,0.033333335,0.028344164,0.033333335,0.035610497,0.6666667,0.66648734
1741,0.9974084,False,Fibroblasts,Fibroblasts,0.26666668,0.2646074,0.26666668,0.26859078,0.3,0.29687607,0.16666667,0.16992578
4868,0.9974047,False,Luminal_Macrophages,Luminal_Macrophages,0.43333334,0.4305623,0.16666667,0.17003283,0.26666668,0.26849118,0.13333334,0.13091373
