sample_index,score,is_prototype,true_dominant_type,pred_dominant_type,true_Luminal_Macrophages,pred_Luminal_Macrophages,true_Type 2 alveolar,pred_Type 2 alveolar,true_Fibroblasts,pred_Fibroblasts,true_Dendritic cells,pred_Dendritic cells
232,0.9987956,True,Type 2 alveolar,Type 2 alveolar,0.033333335,0.034032848,0.4,0.39865103,0.23333333,0.23504262,0.33333334,0.33227354
1632,0.99877244,True,Type 2 alveolar,Type 2 alveolar,0.2,0.1977861,0.36666667,0.36688587,0.33333334,0.33309206,0.1,0.10223593
3146,0.9987302,True,Type 2 alveolar,Type 2 alveolar,0.27586207,0.27840173,0.3448276,0.3447154,0.27586207,0.27451423,0.10344828,0.10236869
3648,0.9987287,True,Type 2 alveolar,Dendritic cells,0.06666667,0.06557399,0.33333334,0.33198774,0.26666668,0.26920924,0.33333334,0.33322904
1226,0.99872684,True,Luminal_Macrophages,Dendritic cells,0.31034482,0.3109077,0.1724138,0.17053552,0.20689656,0.2062285,0.31034482,0.3123283
2474,0.99872136,True,Type 2 alveolar,Type 2 alveolar,0.2,0.20166741,0.3,0.3008899,0.2,0.19973548,0.3,0.29770717
241,0.99869996,True,Fibroblasts,Fibroblasts,0.1,0.09956794,0.1,0.09783193,0.43333334,0.43356836,0.36666667,0.3690317
189,0.99867755,True,Type 2 alveolar,Type 2 alveolar,0.38709676,0.38476112,0.41935483,0.42183933,0.09677419,0.0969346,0.09677419,0.09646495
4459,0.9986489,True,Luminal_Macrophages,Luminal_Macrophages,0.6333333,0.6324005,0.1,0.1007644,0.033333335,0.03156391,0.23333333,0.23527119
695,0.99864304,True,Luminal_Macrophages,Luminal_Macrophages,0.3,0.300935,0.3,0.30021355,0.26666668,0.26823202,0.13333334,0.1306194
122,0.99863446,True,Fibroblasts,Fibroblasts,0.16666667,0.16658802,0.033333335,0.034293335,0.6666667,0.6684377,0.13333334,0.13068089
4834,0.99862987,True,Dendritic cells,Dendritic cells,0.20689656,0.20415625,0.27586207,0.27782628,0.20689656,0.20726223,0.31034482,0.31075525
2800,0.9986298,True,Luminal_Macrophages,Luminal_Macrophages,0.3,0.29975805,0.23333333,0.23421752,0.26666668,0.26416823,0.2,0.20185618
1356,0.99861854,True,Luminal_Macrophages,Luminal_Macrophages,0.33333334,0.3308726,0.23333333,0.23471917,0.2,0.19969779,0.23333333,0.2347104
3970,0.9986177,True,Fibroblasts,Fibroblasts,0.06666667,0.06558433,0.3,0.30031356,0.33333334,0.33165115,0.3,0.30245098
4307,0.9986152,True,Fibroblasts,Dendritic cells,0.2,0.19925193,0.2,0.20091452,0.3,0.2979784,0.3,0.30185506
1722,0.99860096,True,Luminal_Macrophages,Luminal_Macrophages,0.43333334,0.43273908,0.43333334,0.43200716,0.1,0.09912236,0.033333335,0.036131386
2647,0.9985978,True,Type 2 alveolar,Fibroblasts,0.1,0.1016679,0.3,0.29879847,0.3,0.3011365,0.3,0.29839715
2182,0.998595,True,Luminal_Macrophages,Luminal_Macrophages,0.36666667,0.3694188,0.033333335,0.03261385,0.3,0.29790947,0.3,0.30005783
1002,0.99854994,True,Type 2 alveolar,Type 2 alveolar,0.2,0.19966683,0.43333334,0.4307664,0.06666667,0.06687895,0.3,0.30268782
1248,0.998541,True,Luminal_Macrophages,Luminal_Macrophages,0.33333334,0.33311158,0.23333333,0.2362513,0.1,0.09843453,0.33333334,0.33220255
2950,0.9984904,True,Fibroblasts,Dendritic cells,0.1,0.10241446,0.1,0.097936355,0.4,0.39904442,0.4,0.40060478
2778,0.9984836,True,Dendritic cells,Dendritic cells,0.06666667,0.063971125,0.1,0.100343816,0.36666667,0.36935565,0.46666667,0.46632943
4780,0.9984761,True,Type 2 alveolar,Fibroblasts,0.20689656,0.2042107,0.27586207,0.27550006,0.27586207,0.2785732,0.2413793,0.24171606
2532,0.99847305,True,Dendritic cells,Dendritic cells,0.3,0.30144212,0.26666668,0.26534238,0.1,0.09827034,0.33333334,0.33494517
2153,0.9984597,True,Type 2 alveolar,Type 2 alveolar,0.32258064,0.32566127,0.3548387,0.35268146,0.19354838,0.19292177,0.12903225,0.1287355
2728,0.9984165,True,Luminal_Macrophages,Luminal_Macrophages,0.4516129,0.4526416,0.09677419,0.095627375,0.06451613,0.062495854,0.38709676,0.38923508
2671,0.9984096,True,Luminal_Macrophages,Luminal_Macrophages,0.5,0.500437,0.033333335,0.03607702,0.3,0.2989697,0.16666667,0.16451629
2102,0.998396,True,Dendritic cells,Dendritic cells,0.23333333,0.2333447,0.23333333,0.23500502,0.2,0.20152505,0.33333334,0.33012527
