	Luminal_Macrophages	Type 2 alveolar	Fibroblasts	Dendritic cells
164	0.10753799	0.5011422	0.35279155	0.03852827
165	0.6938495	0.071508385	0.17632796	0.058314152
166	0.20493363	0.42942125	0.36075693	0.004888196
167	0.17669418	0.10084759	0.3090945	0.41336375
168	0.06660033	0.02779703	0.5337728	0.3718298
169	0.36170802	0.30263153	0.08497042	0.25069
170	0.3495441	0.24915877	0.1383216	0.26297554
171	0.384564	0.465974	0.07429731	0.07516466
172	0.031893518	0.30926302	0.3480511	0.31079236
173	0.10630442	0.07883221	0.3014641	0.51339924
174	0.4346548	0.3292173	0.21841708	0.017710784
175	0.27146763	0.27763987	0.14558342	0.3053091
176	0.51148903	0.11230792	0.08888896	0.28731406
177	0.12797529	0.2540587	0.46068594	0.1572801
178	0.09977289	0.50091535	0.16748656	0.23182519
179	0.33195254	0.0883361	0.38338405	0.19632731
180	0.16361652	0.33652323	0.16744925	0.332411
181	0.364755	0.1513842	0.29577458	0.18808623
182	0.37617782	0.17310764	0.32121882	0.12949573
183	0.10363981	0.1805765	0.3294438	0.38633984
184	0.27513573	0.16318963	0.34561938	0.21605524
185	0.463443	0.011341095	0.08139202	0.44382387
186	0.30687255	0.2816226	0.3297838	0.08172103
187	0.27503738	0.19971953	0.0964234	0.42881966
188	0.18601076	0.32392648	0.0744676	0.41559514
189	0.26819462	0.11977925	0.35503516	0.25699097
190	0.3203119	0.019543845	0.139806	0.52033824
191	0.13651626	0.15710165	0.34295347	0.36342865
192	0.2655091	0.4092001	0.27977583	0.045514982
193	0.39093325	0.082479745	0.19457395	0.33201307
194	0.3373238	0.23298793	0.19847235	0.23121592
195	0.41613713	0.15582857	0.40037945	0.027654875
196	0.07357154	0.39108914	0.3207288	0.21461052
197	0.22579476	0.324418	0.3063497	0.14343752
198	0.19021308	0.040017843	0.38387161	0.38589746
199	0.2790932	0.16552554	0.17023948	0.38514176
200	0.16846697	0.40506876	0.17164351	0.25482076
201	0.09748047	0.22208206	0.30396134	0.37647614
202	0.19877192	0.12900788	0.4027285	0.2694917
203	0.06547648	0.268523	0.38372305	0.28227746
204	0.35734048	0.36442122	0.08650372	0.19173458
205	0.16907552	0.07538906	0.48162872	0.27390668
206	0.30432206	0.22103985	0.2875213	0.18711677
207	0.06471534	0.38758758	0.39257374	0.15512335
208	0.22713096	0.56184214	0.14483874	0.066188164
209	0.084751636	0.24243179	0.3238549	0.34896168
210	0.13001567	0.08918033	0.4578865	0.32291752
211	0.27541667	0.29279825	0.093339145	0.33844593
212	0.061319266	0.07579523	0.2278525	0.635033
213	0.30070534	0.31924692	0.16715771	0.21289004
214	0.24725972	0.3824032	0.076838546	0.29349852
215	0.18689628	0.22328417	0.5784621	0.01135744
216	0.23754472	0.2106735	0.28421372	0.26756805
217	0.10472502	0.32632935	0.5351566	0.033789005
218	0.024056148	0.18851647	0.5075736	0.27985376
219	0.45591006	0.37575614	0.09575562	0.07257818
220	0.16291445	0.21354365	0.06447545	0.5590665
221	0.31224853	0.21587177	0.3083764	0.1635033
222	0.08203361	0.26168332	0.15907858	0.49720448
223	0.37675464	0.1149048	0.0057174787	0.5026231
224	0.24089465	0.17384346	0.29313755	0.29212433
225	0.071787216	0.15599814	0.22733541	0.54487926
226	0.46664408	0.29540125	0.21278541	0.025169259
227	0.27221432	0.28565744	0.004305334	0.4378229
228	0.058465496	0.0384952	0.4441522	0.4588871
229	0.15962946	0.114678904	0.32120702	0.4044846
230	0.19147402	0.27478796	0.28923818	0.24449982
231	0.23858142	0.13399792	0.3077531	0.3196676
232	0.43873012	0.14607917	0.37456733	0.04062337
233	0.088502556	0.32529184	0.21953253	0.36667308
234	0.4854056	0.4375217	0.039700966	0.037371743
235	0.34728852	0.16110373	0.38438445	0.10722327
236	0.40314314	0.06476382	0.12599283	0.4061002
237	0.23784468	0.29731283	0.14365108	0.3211914
238	0.103331074	0.40192503	0.106732816	0.3880111
239	0.38302422	0.15955101	0.24679002	0.21063475
240	0.08316101	0.5195495	0.17608379	0.22120571
241	0.16054921	0.26934564	0.3972698	0.1728354
242	0.1769976	0.043255568	0.4284235	0.35132334
243	0.09512146	0.2737869	0.4808165	0.15027516
244	0.24959984	0.26153615	0.19071527	0.29814872
245	0.25392616	0.34974992	0.30835763	0.087966256
246	0.302244	0.26744196	0.22555618	0.20475787
247	0.09858075	0.3554471	0.17840266	0.36756948
248	0.3133941	0.38463536	0.009028964	0.29294154
249	0.30927482	0.03620686	0.3232865	0.3312318
250	0.23196062	0.22552517	0.44806135	0.094452865
251	0.33475417	0.18878374	0.10156145	0.37490067
252	0.21070817	0.32905185	0.15605935	0.30418062
253	0.4777346	0.1436791	0.01077824	0.36780804
254	0.281505	0.10413275	0.49499705	0.11936521
255	0.08859217	0.3289985	0.13859455	0.44381475
256	0.4885024	0.069282815	0.2936215	0.14859328
257	0.27271703	0.5383686	0.1810496	0.007864783
258	0.19038871	0.05769431	0.4841875	0.26772946
259	0.21276642	0.050874975	0.23300838	0.50335026
260	0.42639515	0.3389412	0.044902213	0.18976144
261	0.042412493	0.3790091	0.30228025	0.27629814
262	0.20687214	0.37048018	0.031230628	0.39141706
263	0.30457336	0.30219272	0.22145112	0.17178279
264	0.2714436	0.21223192	0.10485826	0.4114662
265	0.3047162	0.32954097	0.29959288	0.06614997
266	0.3009844	0.0074814837	0.29175988	0.3997742
267	0.35816634	0.013435645	0.2698613	0.35853672
268	0.26700932	0.20215093	0.3010722	0.22976753
269	0.22600394	0.25313863	0.34160444	0.179253
270	0.31335187	0.06885487	0.3342899	0.28350335
271	0.47222257	0.05220792	0.34082612	0.13474338
272	0.03147282	0.43015477	0.13973036	0.39864203
273	0.11146091	0.21841557	0.3216298	0.34849373
274	0.048192568	0.33908853	0.35907975	0.25363916
275	0.06103638	0.36879128	0.30671328	0.26345906
276	0.33295518	0.17168859	0.24954414	0.24581209
277	0.44244844	0.19990873	0.2654682	0.09217462
278	0.2247952	0.4185315	0.19873653	0.15793675
279	0.38705164	0.07483282	0.2965348	0.24158075
280	0.19992726	0.3769297	0.22961466	0.1935284
281	0.17018305	0.2350108	0.30241844	0.2923877
282	0.49862853	0.014556141	0.46700886	0.019806452
283	0.32548648	0.35852745	0.27587444	0.04011164
284	0.37677202	0.1383423	0.17594112	0.30894455
285	0.15823384	0.2118827	0.024181493	0.605702
286	0.1009062	0.38892418	0.21788657	0.29228306
287	0.20440312	0.25265083	0.23284264	0.3101034
288	0.44323698	0.13805623	0.08240167	0.33630514
289	0.11814149	0.5886084	0.24761358	0.045636557
290	0.3086658	0.3571553	0.059220925	0.27495798
291	0.28671908	0.19760837	0.2670586	0.24861394
292	0.015197583	0.53517216	0.09914836	0.35048193
293	0.38173848	0.06183058	0.23489624	0.3215347
294	0.10233058	0.40845576	0.1695948	0.31961885
295	0.20060639	0.28780267	0.18304458	0.32854635
296	0.24724185	0.52009934	0.16375148	0.06890732
297	0.19342184	0.25708157	0.10915662	0.44033995
298	0.28423926	0.31342092	0.16927347	0.23306635
299	0.19483463	0.06445852	0.5718616	0.16884525
300	0.22397637	0.32750818	0.18123828	0.26727718
301	0.020147065	0.57087326	0.39106935	0.017910302
302	0.47642955	0.28214738	0.014673149	0.22674993
303	0.24288115	0.43862644	0.12566811	0.19282432
304	0.21386506	0.42906845	0.27895895	0.07810755
305	0.20770417	0.22912705	0.29402858	0.26914018
306	0.19381885	0.23264404	0.56615674	0.007380341
307	0.12585524	0.32414907	0.25358543	0.2964103
308	0.11307234	0.17631233	0.4082901	0.30232525
309	0.30352327	0.35351765	0.026832797	0.3161263
310	0.0052699707	0.40634114	0.31585267	0.27253622
311	0.047199465	0.3536988	0.30239454	0.29670718
312	0.21554774	0.24611425	0.27410066	0.26423737
313	0.30710542	0.2690473	0.15969789	0.2641494
314	0.19151081	0.06478037	0.31751588	0.4261929
315	0.12423578	0.3979057	0.21622716	0.26163134
316	0.34936336	0.29510906	0.076693945	0.27883363
317	0.4216283	0.3390515	0.13923079	0.10008941
318	0.27585217	0.26837593	0.40274516	0.053026747
319	0.20077446	0.56861293	0.2269444	0.003668231
320	0.5811676	0.19480409	0.1549872	0.06904112
321	0.5681263	0.03114714	0.32813916	0.07258739
322	0.029082717	0.40933144	0.12278257	0.43880326
323	0.36889312	0.14478149	0.3647101	0.12161531
324	0.21064098	0.20680802	0.20021288	0.38233814
325	0.1950275	0.33667618	0.31613252	0.15216379
326	0.4857034	0.04741896	0.13692182	0.3299558
327	0.052944414	0.39491668	0.35341287	0.19872603
328	0.15337285	0.38382107	0.28011084	0.18269525
329	0.22826947	0.23194374	0.14801002	0.39177677
330	0.0958312	0.20941694	0.15580061	0.5389512
331	0.28406155	0.15331557	0.054487243	0.5081356
332	0.41453788	0.13081138	0.056810293	0.39784044
333	0.2982646	0.22451977	0.33468324	0.14253238
334	0.004570943	0.52366847	0.09555482	0.37620577
335	0.32995698	0.41727823	0.22602704	0.026737733
336	0.25178438	0.27779943	0.1953511	0.27506506
337	0.24115087	0.24984783	0.29566702	0.21333428
338	0.25531438	0.076414585	0.47706553	0.19120552
339	0.260247	0.006797273	0.25435737	0.4785984
340	0.32816502	0.015879763	0.28307518	0.37288
341	0.19895756	0.41478527	0.200464	0.18579316
342	0.39398366	0.11726606	0.108253025	0.38049725
343	0.23122418	0.13103656	0.14884351	0.48889574
344	0.43537238	0.34976846	0.004027489	0.21083167
345	0.28569442	0.29584163	0.12504773	0.2934162
346	0.04083673	0.30465	0.35225445	0.30225882
347	0.1987171	0.22110641	0.21401206	0.36616445
348	0.33809438	0.050958183	0.2573874	0.35356003
349	0.39640537	0.26834655	0.14839903	0.18684903
350	0.16242659	0.42465132	0.27939335	0.13352872
351	0.05082362	0.1380673	0.2909802	0.52012885
352	0.20875381	0.06264277	0.166237	0.5623664
353	0.1282863	0.21620704	0.08432162	0.57118505
354	0.34836584	0.20076989	0.23048276	0.22038151
355	0.088753335	0.37428588	0.35940424	0.17755656
356	0.31221056	0.20856372	0.31148323	0.1677425
357	0.19185752	0.251914	0.23180485	0.32442364
358	0.3687816	0.29215053	0.009210996	0.3298569
359	0.17510435	0.15857607	0.33643728	0.3298823
360	0.1339026	0.027525866	0.32918674	0.5093848
361	0.2551435	0.45811242	0.12754168	0.15920243
362	0.19525802	0.4041216	0.28754252	0.113077834
363	0.3024851	0.34864917	0.19500284	0.15386288
364	0.5142239	0.3671895	0.016584521	0.10200212
365	0.16092768	0.3238188	0.17343965	0.34181386
366	0.3648168	0.15302256	0.31901464	0.16314602
367	0.19571058	0.13438208	0.31176516	0.35814217
368	0.10738937	0.32397193	0.29646483	0.27217388
369	0.31735107	0.16912961	0.20944202	0.3040773
370	0.13713008	0.33874297	0.37208763	0.15203935
371	0.27183434	0.3117537	0.12334661	0.29306534
372	0.13384153	0.006068591	0.67918426	0.1809056
373	0.039600648	0.25702766	0.30849963	0.39487207
374	0.39399633	0.16750178	0.030252675	0.4082492
375	0.29219186	0.070845045	0.46134448	0.17561859
376	0.26428208	0.24655062	0.43465477	0.054512527
377	0.42216775	0.20820521	0.2114712	0.15815583
378	0.0540319	0.39348203	0.5371777	0.015308416
379	0.044064216	0.33881196	0.25108552	0.3660383
380	0.2618678	0.16961114	0.29585233	0.27266875
381	0.23453306	0.12255265	0.31655183	0.32636246
382	0.2640512	0.38392273	0.19419892	0.15782712
383	0.36187863	0.08065385	0.4934466	0.064020924
384	0.2519884	0.33809993	0.023714531	0.38619712
385	0.3429452	0.3587339	0.22514503	0.07317588
386	0.041393295	0.57078284	0.046680484	0.34114337
387	0.3317245	0.3852608	0.037736192	0.24527854
388	0.37662795	0.30510005	0.15818231	0.1600897
389	0.15808134	0.34483227	0.38822392	0.10886249
390	0.3378713	0.2892541	0.15609589	0.21677871
391	0.20166653	0.102560975	0.6465878	0.049184687
392	0.33677843	0.15752198	0.21252348	0.2931761
393	0.33964217	0.0477696	0.2931278	0.31946045
394	0.2950463	0.026121395	0.23318747	0.44564483
395	0.3575122	0.090466395	0.13448454	0.41753685
396	0.18269952	0.13675384	0.4245081	0.25603855
397	0.22647518	0.19794081	0.2737312	0.3018528
398	0.16915338	0.3362278	0.12514175	0.36947706
399	0.11216509	0.0078375405	0.2645967	0.6154007
400	0.2994911	0.2756811	0.1469626	0.27786517
401	0.18239439	0.42695954	0.29722953	0.09341653
402	0.23994353	0.27160558	0.2878325	0.2006184
403	0.056540836	0.34254867	0.2933039	0.30760658
404	0.073968604	0.28765225	0.23256545	0.40581372
405	0.08865186	0.26155606	0.25193262	0.39785948
406	0.11565335	0.31541216	0.32509792	0.24383657
407	0.2639307	0.019731352	0.5565912	0.15974672
408	0.29131415	0.30851075	0.11613448	0.2840406
409	0.2578024	0.40033928	0.0033937418	0.3384646
410	0.30104804	0.10069203	0.5670981	0.03116184
411	0.3938385	0.4233307	0.18156199	0.0012687921
412	0.013758088	0.5972916	0.22360413	0.16534622
413	0.39289996	0.18468095	0.25391	0.16850907
414	0.0012921363	0.4664131	0.45531365	0.0769811
415	0.18908316	0.05110472	0.34830365	0.41150847
416	0.24461623	0.38518363	0.15414663	0.2160535
417	0.6481465	0.0037272384	0.31288058	0.035245713
418	0.5941766	0.1853987	0.061390948	0.15903376
419	0.066808745	0.036055513	0.2824826	0.61465317
420	0.3556902	0.033983488	0.3264399	0.2838864
421	0.1529331	0.59891194	0.15652601	0.09162895
422	0.09994791	0.41963556	0.18905403	0.2913625
423	0.21377912	0.15124048	0.13270283	0.50227755
424	0.048860855	0.39238185	0.37431276	0.18444453
425	0.053233624	0.07959878	0.4609685	0.4061991
426	0.08213536	0.0269867	0.41687736	0.47400057
427	0.2936425	0.30752137	0.1872792	0.21155694
428	0.15901625	0.0050965766	0.6218283	0.21405885
429	0.26293293	0.13890727	0.19401123	0.40414858
430	0.031457245	0.010692914	0.63604087	0.32180893
431	0.19409297	0.30957073	0.114294134	0.38204214
432	0.06024286	0.41111308	0.39735976	0.1312843
433	0.67435914	0.14475434	0.00929484	0.17159168
434	0.002266316	0.26156992	0.38347778	0.35268602
435	0.32501414	0.041215017	0.16872129	0.46504956
436	0.1340143	0.31370282	0.2706583	0.28162456
437	0.18481664	0.3193646	0.4692389	0.026579823
438	0.46599042	0.0582137	0.015311217	0.46048465
439	0.33143336	0.1365348	0.22803445	0.3039974
440	0.15604809	0.1678929	0.270149	0.40591002
441	0.2735112	0.14104533	0.37697455	0.20846891
442	0.2623575	0.34007344	0.14119664	0.25637242
443	0.07504141	0.16301708	0.13105862	0.63088286
444	0.16596378	0.44408324	0.1193386	0.27061436
445	0.15482017	0.10897574	0.3934044	0.3427997
446	0.55713075	0.1685236	0.21982422	0.054521438
447	0.048237342	0.2751053	0.33689094	0.3397664
448	0.005227413	0.3587638	0.417648	0.21836077
449	0.15778881	0.13866162	0.22008258	0.48346698
450	0.31532535	0.047736317	0.32857215	0.30836618
451	0.020056045	0.20552278	0.5736211	0.20080008
452	0.13129237	0.18658544	0.31851438	0.3636078
453	0.4739137	0.24552216	0.11446598	0.16609815
454	0.093831904	0.60906935	0.07300176	0.224097
455	0.5273199	0.077691875	0.1139569	0.2810313
456	0.22401972	0.07358453	0.276803	0.42559275
457	0.39396253	0.44531304	0.09721924	0.06350518
458	0.27078298	0.25893155	0.30411065	0.16617484
459	0.70571756	0.083382346	0.07104723	0.13985284
460	0.22806264	0.22554114	0.35105005	0.19534615
461	0.045802582	0.36369303	0.2728014	0.31770298
462	0.3845792	0.3704015	0.024880216	0.22013906
463	0.14668106	0.29702935	0.2648393	0.29145032
464	0.29211906	0.46462998	0.08860372	0.15464725
465	0.80779636	0.075080074	0.0730556	0.044067983
466	0.47112978	0.29877055	0.06549393	0.16460575
467	0.00068779505	0.45763814	0.52772313	0.013950919
468	0.3453517	0.375432	0.26357424	0.01564205
469	0.090206616	0.29772502	0.24845824	0.36361015
470	0.43770212	0.015080166	0.13244058	0.41477713
471	0.17083277	0.31208143	0.2912893	0.22579648
472	0.10161402	0.23391391	0.37901115	0.28546092
473	0.050611008	0.22511715	0.3982974	0.32597443
474	0.26412517	0.44313127	0.27094647	0.02179707
475	0.28037396	0.09691417	0.3737257	0.24898615
476	0.16369347	0.2248606	0.42119294	0.190253
477	0.26206577	0.4590286	0.23236644	0.04653918
478	0.28546536	0.1724547	0.25200635	0.29007357
479	0.31347984	0.06753522	0.52047557	0.09850938
480	0.15668318	0.44515833	0.043921206	0.35423726
481	0.3968264	0.20665799	0.10212508	0.29439056
482	0.034938604	0.48442194	0.2192103	0.26142916
483	0.01943426	0.41242743	0.27438846	0.29374984
484	0.42265847	0.2508094	0.31771562	0.008816521
485	0.38422346	0.33761296	0.26374105	0.014422543
486	0.24137866	0.24721679	0.19719283	0.3142117
487	0.37099266	0.42948917	0.023766117	0.17575206
488	0.081172444	0.45768693	0.4225866	0.038554028
489	0.21540222	0.17833096	0.35498703	0.2512798
490	0.47021398	0.06103562	0.17185898	0.29689145
491	0.14730021	0.2681693	0.28630725	0.2982232
492	0.04978816	0.11015329	0.45346934	0.3865892
493	0.3489639	0.33038706	0.13830619	0.18234287
494	0.32922968	0.025185907	0.15184848	0.49373594
495	0.40135658	0.3875272	0.14846814	0.06264808
496	0.14286059	0.1828574	0.29986066	0.37442133
497	0.20008466	0.074746445	0.032099918	0.693069
498	0.18803765	0.04139895	0.4244814	0.346082
499	0.25777107	0.03362678	0.41602483	0.29257733
500	0.3733386	0.13055499	0.2624788	0.23362759
501	0.47385967	0.2917397	0.12621765	0.10818298
502	0.3635722	0.15367067	0.11377114	0.368986
503	0.35501325	0.22449939	0.068232685	0.35225466
504	0.22163214	0.37579113	0.22666585	0.17591088
505	0.3230912	0.22138809	0.19820143	0.25731927
506	0.06943304	0.4423237	0.0927058	0.39553747
507	0.4200054	0.27162045	0.2379338	0.07044031
508	0.2779259	0.30264014	0.2729784	0.14645554
509	0.28513157	0.14348373	0.5666913	0.004693438
510	0.14246367	0.43975356	0.30392608	0.11385669
511	0.108808346	0.3507417	0.26749867	0.27295125
512	0.14560968	0.100805074	0.37626207	0.37732318
513	0.2051182	0.26204443	0.29573402	0.23710336
514	0.3087181	0.1374267	0.2879075	0.26594773
515	0.05372744	0.26465198	0.55105764	0.13056295
516	0.47769225	0.1966113	0.112997055	0.21269938
517	0.49103287	0.12586166	0.23636253	0.14674295
518	0.35812798	0.072244555	0.35373858	0.21588887
519	0.2537457	0.039557647	0.35632348	0.35037315
520	0.13183296	0.4165959	0.16963433	0.2819368
521	0.03080707	0.33015332	0.19477782	0.4442618
522	0.15373836	0.55782545	0.22388904	0.06454715
523	0.15848243	0.14544912	0.477585	0.21848345
524	0.17323051	0.49491557	0.32638428	0.005469641
525	0.41087365	0.23419532	0.0693872	0.28554383
526	0.37641257	0.26566592	0.24198096	0.11594054
527	0.1493394	0.36441094	0.17609806	0.31015158
528	0.21418482	0.26759887	0.4070096	0.11120673
529	0.21743165	0.2838368	0.3542943	0.14443721
530	0.079149365	0.3184987	0.18839727	0.41395468
531	0.30398807	0.23380728	0.23939234	0.22281232
532	0.032399334	0.35666433	0.41413906	0.19679728
533	0.108168095	0.39687702	0.33400822	0.16094667
534	0.013883797	0.3040313	0.3945233	0.2875616
535	0.30957288	0.25298962	0.28717935	0.15025815
