	Luminal_Macrophages	Type 2 alveolar	Fibroblasts	Dendritic cells
78	0.16326895	0.3218915	0.05585158	0.45898798
79	0.38159922	0.13235816	0.13820778	0.34783486
80	0.14555272	0.013089834	0.2222347	0.61912274
81	0.066132784	0.2880293	0.1394839	0.50635403
82	0.092042185	0.21496293	0.075585596	0.6174093
83	0.25347784	0.31223845	0.051375397	0.3829083
84	0.6530367	0.01785833	0.12134947	0.20775552
85	0.06909308	0.014704412	0.65592915	0.26027337
86	0.16701855	0.11057952	0.24909921	0.47330272
87	0.06290138	0.52936196	0.09756318	0.31017348
88	0.028525999	0.51234907	0.3640575	0.09506744
89	0.3051135	0.06167616	0.36540994	0.2678004
90	0.23426056	0.03309021	0.012082235	0.720567
91	0.36227888	0.08469099	0.024987267	0.52804285
92	0.034098413	0.07831518	0.24562208	0.6419643
93	0.92022055	0.015135878	0.0043320116	0.060311552
94	0.056936517	0.6722312	0.040654995	0.23017728
95	0.19313726	0.53818357	0.23551846	0.033160683
96	0.23423047	0.019984437	0.112610795	0.6331743
97	0.006934055	0.6140149	0.077255264	0.30179575
98	0.10738485	0.03817013	0.6675641	0.18688092
99	0.5472463	0.048349746	0.34691134	0.05749263
100	0.61299235	0.16004115	0.09731899	0.12964752
101	0.21279775	0.14046435	0.56882906	0.07790884
102	0.47448412	0.22876431	0.2525006	0.044250954
103	0.2719042	0.016859908	0.19380067	0.51743525
104	0.18981023	0.070850775	0.3994596	0.3398794
105	0.022611896	0.76564884	0.13810125	0.073637985
106	0.06122164	0.7480225	0.013611165	0.17714469
107	0.36508572	0.37011424	0.05383421	0.21096584
108	0.53511107	0.18490857	0.08776664	0.19221371
109	0.10719022	0.22102727	0.6582642	0.013518288
110	0.026728977	0.012385576	0.6224288	0.33845666
111	0.106284566	0.23094976	0.5363514	0.12641431
112	0.2540119	0.49965432	0.17476596	0.07156784
113	0.19495714	0.10084427	0.4025217	0.3016769
114	0.585854	0.14661174	0.1480303	0.119503975
115	0.5286257	0.11321845	0.20727551	0.15088028
116	0.3988263	0.044830043	0.51005954	0.046284102
117	0.15875767	0.54868484	0.1601278	0.13242966
118	0.15972129	0.18865792	0.13030438	0.5213164
119	0.4167466	0.2865446	0.22669561	0.0700132
120	0.162265	0.5444058	0.038870838	0.25445834
121	0.034595218	0.20026407	0.69104177	0.07409896
122	0.14101118	0.42375794	0.24973987	0.18549103
123	0.03668018	0.03479501	0.6046942	0.32383063
124	0.02114348	0.16774	0.4999408	0.3111757
125	0.33362284	0.3828215	0.112296164	0.1712595
126	0.33148244	0.5042415	0.0006618688	0.16361417
127	0.07376311	0.11490953	0.37743217	0.4338952
128	0.35769477	0.23645428	0.33566657	0.070184365
129	0.23410554	0.11141108	0.00990306	0.6445803
130	0.053602736	0.8910224	0.05268324	0.002691634
131	0.026192427	0.051473286	0.0735205	0.8488138
132	0.06348489	0.16937989	0.67191786	0.095217384
133	0.30923814	0.13743347	0.44564232	0.10768608
134	0.0199282	0.064080544	0.89740014	0.01859112
135	0.44919747	0.1539257	0.3778169	0.01905993
136	0.07586192	0.21351811	0.3175439	0.39307606
137	0.18718152	0.078948155	0.40166035	0.33220997
138	0.10292671	0.35110185	0.41172802	0.13424343
139	0.22675218	0.029153293	0.57265854	0.17143597
140	0.3596488	0.14969987	0.20796001	0.28269133
141	0.46911785	0.017937	0.51091737	0.0020277714
142	0.008970879	0.46261725	0.023337878	0.50507396
143	0.30490482	0.0063081975	0.41957667	0.2692103
144	0.20201989	0.3053951	0.27138266	0.22120234
145	0.4676502	0.024892557	0.015278994	0.49217826
146	0.3778654	0.050431967	0.04171539	0.5299872
147	0.048325304	0.22975425	0.09517048	0.62674993
148	0.18175174	0.021330694	0.24680936	0.5501082
149	0.03887367	0.20213495	0.69469327	0.064298086
150	0.100548275	0.18530044	0.19115114	0.5230001
151	0.56353945	0.000316297	0.07979207	0.35635218
152	0.109888054	0.083261915	0.20714475	0.5997053
153	0.05936771	0.08026202	0.27562466	0.5847456
154	0.4846356	0.16665204	0.21292491	0.13578746
155	0.3638405	0.5519681	0.05928207	0.02490935
156	0.39125028	0.50240844	0.07811765	0.028223634
157	0.08994565	0.13070907	0.3553981	0.4239472
158	0.14846393	0.38513562	0.10942995	0.3569705
159	0.36969674	0.3913906	0.1099644	0.12894827
160	0.106017955	0.3836329	0.23506796	0.2752812
161	0.21584347	0.11679771	0.14492685	0.52243197
162	0.18425097	0.22531396	0.26886767	0.3215674
163	0.2553484	0.05719672	0.50472957	0.1827253
164	0.22298339	0.042355623	0.24472515	0.48993585
165	0.50130206	0.11134169	0.016326278	0.37102997
166	0.02168787	0.28592852	0.4804595	0.21192408
167	0.15700546	0.08362481	0.07231437	0.68705535
168	0.07642875	0.18138662	0.10452458	0.63766
169	0.76827824	0.018244646	0.109438814	0.10403831
170	0.32023636	0.279273	0.020221805	0.3802688
171	0.041779205	0.12653467	0.2169453	0.61474085
172	0.0074223406	0.29366532	0.43567747	0.26323485
173	0.5335979	0.038568806	0.33823738	0.08959592
174	0.08583937	0.5008453	0.30451208	0.10880322
175	0.0055291704	0.13619706	0.38387188	0.4744019
176	0.48311597	0.2073808	0.17938834	0.1301149
177	0.42542493	0.048832	0.4402855	0.085457556
178	0.25641093	0.6408194	0.04076853	0.062001187
179	0.13864423	0.73502827	0.07514493	0.051182568
180	0.15578637	0.26911554	0.034451175	0.5406469
181	0.3318931	0.59606844	0.029379506	0.042658977
182	0.19225073	0.29594126	0.3918401	0.11996794
183	0.15350583	0.27217075	0.11868957	0.45563385
184	0.12991989	0.06381349	0.25986296	0.54640365
185	0.70140105	0.15738559	0.06480724	0.076406114
186	0.060538385	0.098575935	0.7258094	0.115076296
187	0.10339483	0.39326662	0.36454773	0.13879083
188	0.08628141	0.0486847	0.80864745	0.056386445
189	0.010690816	0.95901054	0.025152177	0.0051464667
190	0.14037317	0.16599527	0.54148394	0.1521476
191	0.0072910045	0.51789427	0.2847589	0.19005583
192	0.2042901	0.23039342	0.49815086	0.067165606
193	0.55638623	0.10410292	0.17820272	0.1613081
194	0.09946033	0.5699201	0.066035815	0.26458374
195	0.21162784	0.25008065	0.40439132	0.13390018
196	0.011821351	0.123236746	0.058824442	0.8061175
197	0.04491764	0.5402494	0.13818718	0.27664578
198	0.19176567	0.1341185	0.67038953	0.0037263113
199	0.19751157	0.2905397	0.3067585	0.20519021
200	0.12838255	0.14121808	0.56523025	0.1651691
201	0.013780688	0.56651485	0.19785878	0.22184566
202	0.021693774	0.3923044	0.16176486	0.42423695
203	0.078854166	0.37811795	0.4007302	0.1422977
204	0.32355803	0.12817048	0.48777416	0.060497325
205	0.06615549	0.10995155	0.6147304	0.20916255
206	0.17765169	0.3433171	0.46645367	0.012577549
207	0.083904356	0.5015011	0.35040277	0.06419176
208	0.10426583	0.27816692	0.39852914	0.2190381
209	0.8732909	0.06197578	0.021236813	0.04349652
210	0.21463768	0.1762227	0.055459205	0.5536804
211	0.52248496	0.19222474	0.033980604	0.2513097
212	0.058003694	0.19368717	0.34540156	0.40290758
213	0.037527014	0.25297198	0.2202575	0.4892435
214	0.5979756	0.049608406	0.32015482	0.032261144
215	0.1429914	0.563324	0.24703164	0.04665301
216	0.38620734	0.035221606	0.31134394	0.2672271
217	0.025851736	0.116259284	0.072882466	0.7850065
218	0.614154	0.022173531	0.25567943	0.10799306
219	0.29834193	0.3482868	0.28259745	0.07077379
220	0.27270776	0.16672024	0.50326985	0.05730212
221	0.2450522	0.15865274	0.35153377	0.2447613
222	0.060999814	0.23792468	0.6159139	0.0851616
223	0.16097346	0.3927048	0.176548	0.26977372
224	0.08538459	0.20393227	0.25302067	0.45766246
225	0.29240096	0.29707128	0.2629713	0.14755644
226	0.5704836	0.05789423	0.22239995	0.14922222
227	0.010098736	0.3425155	0.09075162	0.5566341
228	0.37173498	0.29238218	0.28736433	0.04851848
229	0.06679082	0.4524078	0.46719542	0.0136059625
230	0.032753225	0.08303591	0.18356118	0.7006497
231	0.13684346	0.6624007	0.07441312	0.12634268
232	0.016577844	0.3307251	0.55654925	0.09614782
233	0.149187	0.31856462	0.054137092	0.4781113
234	0.13339466	0.6386451	0.16425978	0.06370045
235	0.021115543	0.1262917	0.37806424	0.4745285
236	0.0693689	0.44602513	0.094304845	0.39030114
237	0.061636556	0.6055353	0.04751307	0.28531504
238	0.09158073	0.12878057	0.1618138	0.6178249
239	0.30840302	0.20199466	0.016360719	0.4732416
240	0.05515177	0.22760561	0.05920509	0.65803754
241	0.12677549	0.24144137	0.11628834	0.51549476
242	0.35641387	0.010514983	0.290706	0.34236512
243	0.056512214	0.780832	0.11489026	0.047765553
244	0.7356504	0.027020648	0.16271886	0.074610054
245	0.00911225	0.6224815	0.2427585	0.12564771
246	0.1981991	0.37830174	0.3764642	0.047034994
247	0.39919004	0.26636532	0.1509813	0.18346335
248	0.7278625	0.13513926	0.07064054	0.066357724
249	0.21900202	0.3148806	0.099984296	0.3661331
250	0.77624714	0.028342184	0.03955897	0.1558517
251	0.05110163	0.49311528	0.17058657	0.2851965
252	0.4046432	0.17856649	0.2285703	0.18822002
253	0.63857186	0.1397357	0.055132523	0.1665599
254	0.52394795	0.31212118	0.032879204	0.13105164
255	0.35244316	0.27514663	0.24505591	0.12735428
256	0.69851184	0.15374184	0.047040634	0.100705676
257	0.543612	0.3028807	0.12876965	0.024737606
258	0.5696222	0.13997921	0.25352883	0.036869723
259	0.36761892	0.077379204	0.23295416	0.3220477
260	0.16045949	0.34519863	0.17615099	0.3181909
261	0.0097312685	0.044343866	0.189807	0.7561179
262	0.2777324	0.5960554	0.010259252	0.11595296
263	0.59075403	0.24287064	0.07064159	0.09573372
264	0.65955174	0.051594798	0.107349426	0.18150407
265	0.55610347	0.18340714	0.057214275	0.20327513
266	0.26537082	0.03178822	0.47850534	0.22433563
267	0.09060671	0.022310764	0.60904086	0.27804166
268	0.33705005	0.180406	0.13986902	0.3426749
269	0.02182685	0.17542803	0.38815343	0.4145917
270	0.16458282	0.21247119	0.5262072	0.09673881
271	0.4326605	0.1086317	0.44535193	0.01335587
272	0.16673666	0.34601703	0.058452714	0.42879358
273	0.08134627	0.018924315	0.7407082	0.15902124
274	0.116770245	0.13385755	0.6095625	0.13980971
275	0.37830418	0.2646247	0.31448606	0.042585053
276	0.1907172	0.5703892	0.17655751	0.062336076
277	0.15985438	0.16303533	0.1084004	0.5687099
278	0.0035138037	0.5880632	0.22730108	0.18112196
279	0.12466648	0.6316354	0.03689565	0.20680243
280	0.192873	0.27206144	0.14734443	0.38772112
281	0.1942663	0.41852582	0.29632857	0.09087931
282	0.3466413	0.2992639	0.22712275	0.12697205
283	0.14339964	0.4649374	0.21277755	0.17888542
284	0.2841639	0.37783983	0.13313322	0.20486306
285	0.029646268	0.5645095	0.3440443	0.061799902
286	0.029032128	0.7248648	0.20705949	0.039043594
287	0.05449894	0.41818285	0.42420226	0.10311594
288	0.036221094	0.094393894	0.08165986	0.78772515
289	0.2830408	0.36679682	0.31375524	0.036407124
290	0.22874932	0.496152	0.12720217	0.14789651
291	0.4306312	0.33323905	0.22276054	0.013369222
292	0.0022104762	0.27568832	0.39034274	0.33175844
293	0.15504643	0.3273423	0.13667163	0.38093963
294	0.08964174	0.33321536	0.028194563	0.54894835
295	0.13993004	0.082632855	0.07587888	0.70155823
296	0.09080176	0.26065582	0.11543475	0.5331077
297	0.09529678	0.42546126	0.24790308	0.23133887
298	0.25309792	0.16764465	0.05290782	0.5263496
299	0.09694653	0.34617138	0.45213103	0.104751065
300	0.43841478	0.064387344	0.43499994	0.06219793
301	0.5324898	0.15064095	0.25764477	0.05922454
302	0.13265213	0.2710369	0.38889608	0.20741488
303	0.21803139	0.017271325	0.124285236	0.64041203
304	0.09906575	0.20852473	0.10762423	0.5847853
305	0.24625003	0.2111577	0.26794812	0.27464414
306	0.36757916	0.09762419	0.04444011	0.49035653
307	0.3270382	0.07657774	0.2886889	0.30769518
308	0.013595954	0.34175366	0.4044379	0.24021249
309	0.6209517	0.16883859	0.1496662	0.060543496
310	0.034463502	0.19013783	0.27816007	0.4972386
311	0.20551017	0.6346316	0.046873625	0.112984605
312	0.112949535	0.57767254	0.06623466	0.24314323
313	0.11232255	0.13865025	0.119678944	0.6293483
314	0.43079266	0.08751844	0.4603921	0.021296808
315	0.31160808	0.17022239	0.067466795	0.45070276
316	0.0005541829	0.7171378	0.18988024	0.09242775
317	0.2640069	0.50125325	0.15159726	0.08314258
318	0.08741349	0.12645325	0.48874968	0.29738358
319	0.3914654	0.2625861	0.03390969	0.3120388
320	0.026371907	0.1349347	0.086880445	0.75181293
321	0.16663645	0.115726635	0.41096416	0.30667272
322	0.0026901471	0.8681055	0.024440465	0.1047639
323	0.22303514	0.22259493	0.21887437	0.33549556
324	0.1543005	0.2425836	0.12256132	0.48055458
325	0.2814798	0.31699148	0.07055347	0.33097523
326	0.6971999	0.010883156	0.08525016	0.20666678
327	0.24354543	0.030581752	0.2241761	0.5016967
328	0.49711013	0.2618592	0.12470924	0.116321445
329	0.1574215	0.27493045	0.043394916	0.52425313
330	0.6239226	0.1913921	0.060907833	0.12377751
331	0.2092881	0.17846304	0.040199757	0.5720491
332	0.37831262	0.04370988	0.5365383	0.041439164
333	0.30145526	0.015398002	0.07136921	0.61177754
334	0.0072588753	0.75174326	0.16276033	0.078237526
335	0.06612766	0.40451318	0.2474951	0.28186408
336	0.119366094	0.1295305	0.0828783	0.6682251
337	0.15971513	0.051496793	0.7783947	0.01039341
338	0.2974851	0.2312791	0.10558472	0.36565107
339	0.1628529	0.3898975	0.0365925	0.4106571
340	0.32813877	0.0180597	0.15171541	0.5020861
341	0.51575464	0.34476823	0.07296455	0.06651257
342	0.061411865	0.22929853	0.6461688	0.06312075
343	0.037148498	0.47090057	0.19967912	0.29227182
344	0.4390235	0.16787003	0.3909985	0.0021079644
345	0.43578544	0.37905294	0.11747002	0.06769162
346	0.13126172	0.19675484	0.2770945	0.3948889
347	0.4267826	0.38383555	0.11588593	0.07349591
348	0.17612037	0.75677305	0.01469387	0.052412696
349	0.38780317	0.21945874	0.003083756	0.38965434
350	0.2610406	0.26971	0.11166137	0.35758802
351	0.17790474	0.41451487	0.39099106	0.016589345
352	0.34945115	0.39701512	0.22641332	0.02712039
353	0.31009236	0.45164245	0.099346906	0.1389183
354	0.104927965	0.39867795	0.08023595	0.41615814
355	0.11168462	0.1624998	0.38545462	0.34036097
356	0.05017323	0.34086943	0.42842478	0.18053257
357	0.22537823	0.50892836	0.14725558	0.1184378
358	0.23906301	0.10245747	0.6251645	0.03331502
359	0.07419816	0.04715954	0.26156262	0.6170797
360	0.35278416	0.00929995	0.48727915	0.15063673
361	0.5515447	0.2952259	0.112344235	0.04088518
362	0.3071716	0.27521017	0.21677957	0.20083861
363	0.28991514	0.16405554	0.10763281	0.4383965
364	0.019218938	0.35469654	0.37240314	0.25368136
365	0.1468987	0.21898052	0.25736907	0.3767517
366	0.044507105	0.26062155	0.5085256	0.18634576
367	0.008916548	0.2581384	0.11234572	0.6205993
368	0.29951233	0.0817718	0.473264	0.14545184
369	0.019594878	0.14040484	0.45116684	0.38883346
370	0.2584049	0.53913707	0.17887661	0.02358141
371	0.39735624	0.07890941	0.12720661	0.39652774
372	0.27044204	0.3383097	0.35515487	0.036093377
373	0.14386441	0.19927904	0.20354427	0.45331228
374	0.15890193	0.6991845	0.12029402	0.021619575
375	0.59970087	0.2981193	0.09959477	0.002585058
376	0.29453534	0.121355854	0.18430807	0.39980075
377	0.55886126	0.07842409	0.31311828	0.04959639
378	0.19549447	0.30794185	0.09297644	0.40358722
379	0.023688288	0.0612121	0.15794088	0.75715876
380	0.27605695	0.41648027	0.09274507	0.21471772
381	0.19712654	0.20017606	0.5801873	0.02251008
382	0.36237058	0.010593494	0.03101045	0.59602547
383	0.27775526	0.20360892	0.26701382	0.251622
384	0.08753717	0.19711636	0.530064	0.18528248
385	0.060430452	0.10514298	0.10216455	0.732262
386	0.543844	0.11905758	0.24710529	0.08999318
387	0.22484851	0.055358905	0.066446334	0.65334624
388	0.40231892	0.2008916	0.29181415	0.10497532
389	0.4551019	0.014823348	0.3460542	0.18402056
390	0.05330919	0.36563277	0.21369243	0.36736563
391	0.10183387	0.27150178	0.023997294	0.60266703
392	0.7027272	0.09676113	0.020926682	0.17958497
393	0.4198997	0.12617877	0.2216333	0.23228823
394	0.044057973	0.101985864	0.17379987	0.6801563
395	0.06875434	0.019287666	0.14836577	0.76359224
396	0.49013454	0.2504473	0.07637003	0.18304811
397	0.24623051	0.4486575	0.10202646	0.20308551
398	0.010541831	0.5054455	0.2598409	0.2241718
399	0.14957277	0.24077897	0.15674521	0.45290303
400	0.0011309858	0.032989334	0.22916493	0.7367148
401	0.63241607	0.08118369	0.19304198	0.09335823
402	0.20272106	0.22935551	0.2965235	0.27139992
403	0.61324275	0.0331091	0.09605502	0.25759315
404	0.18286552	0.04981539	0.5807749	0.18654418
405	0.47608307	0.2837859	0.19239907	0.047731936
406	0.34104937	0.2659715	0.09324714	0.29973197
407	0.5196691	0.004006894	0.41981265	0.056511328
408	0.0987131	0.013057249	0.66905254	0.21917713
409	0.44605127	0.028526697	0.36071542	0.16470662
410	0.38760373	0.027867366	0.14252414	0.44200477
411	0.16334216	0.28785127	0.03894049	0.50986606
412	0.09151113	0.36029458	0.056712955	0.49148133
413	0.20619449	0.009485293	0.019040642	0.7652796
414	0.79848766	0.10148535	0.07158448	0.02844254
415	0.33860806	0.20361817	0.26405233	0.19372144
416	0.001702088	0.1863148	0.74885654	0.06312656
417	0.01953227	0.37052837	0.0955552	0.51438415
418	0.09457833	0.12979406	0.25297576	0.52265185
419	0.15404803	0.3000971	0.12343084	0.42242402
420	0.2842474	0.058350183	0.20612733	0.4512751
421	0.09513519	0.5959411	0.043818984	0.26510468
422	0.22359386	0.10547701	0.15225838	0.51867074
423	0.30762324	0.044628162	0.40169612	0.24605247
424	0.06106816	0.20817655	0.38449475	0.34626052
425	0.07997509	0.121583275	0.15211768	0.646324
426	0.22760391	0.18973742	0.30042738	0.2822313
427	0.25864512	0.38883358	0.104657486	0.2478638
428	0.46481457	0.043520454	0.06501281	0.42665216
429	0.10188421	0.17329516	0.36412615	0.3606945
430	0.453016	0.119387284	0.39079976	0.036796942
431	0.32673913	0.04197527	0.17442971	0.4568559
432	0.50203794	0.025892386	0.39676002	0.07530966
433	0.3030993	0.4464617	0.17348388	0.07695511
434	0.5057552	0.023254767	0.46868047	0.0023095724
435	0.005132468	0.3337186	0.039327152	0.62182176
436	0.20783255	0.3447672	0.0011414563	0.44625878
437	0.025411177	0.06072245	0.23921639	0.67464995
438	0.379586	0.33008227	0.0038106071	0.2865211
439	0.16464025	0.34436944	0.3219562	0.16903412
440	0.3177628	0.36913773	0.19918087	0.11391861
441	0.23566803	0.31504104	0.059716783	0.38957414
442	0.40432712	0.4097855	0.18483879	0.0010485962
443	0.30110702	0.0055837375	0.40545568	0.28785357
444	0.051509373	0.11489207	0.4861594	0.34743914
445	0.32966065	0.3164688	0.2679437	0.08592684
446	0.14175977	0.1980732	0.012797129	0.6473699
447	0.29910484	0.24735315	0.014551875	0.43899015
448	0.010789544	0.013300113	0.012267938	0.9636424
449	0.085084565	0.12138222	0.76526564	0.028267562
450	0.05649053	0.4496321	0.35850886	0.13536851
451	0.13972522	0.055650264	0.28452954	0.520095
452	0.2747627	0.20482257	0.26104704	0.2593677
453	0.036410283	0.21658397	0.32189444	0.42511132
454	0.053591948	0.15368684	0.51379013	0.27893108
455	0.7239398	0.042859305	0.1744694	0.058731526
456	0.36680079	0.084497385	0.39424342	0.1544584
457	0.053640485	0.23361412	0.2694118	0.4433336
458	0.072003655	0.6880627	0.2336986	0.0062350277
459	0.11981826	0.020212354	0.012407895	0.8475615
460	0.42930537	0.2409969	0.069895014	0.25980273
461	0.07865091	0.00471246	0.1867556	0.72988105
462	0.060267687	0.14676996	0.19632787	0.5966345
463	0.18629104	0.3579242	0.28638878	0.16939595
464	0.046480786	0.31684488	0.055891417	0.58078295
465	0.5213793	0.25879025	0.020915963	0.19891451
466	0.052714642	0.15932271	0.7535709	0.034391746
467	0.21182726	0.079074815	0.066346794	0.6427511
468	0.4083676	0.13252042	0.3672428	0.09186916
469	0.12088053	0.56583536	0.28517184	0.028112255
470	0.66963816	0.045282464	0.124801636	0.16027775
471	0.025580509	0.50653166	0.12247546	0.34541237
472	0.08953154	0.8007237	0.051994298	0.05775051
473	0.18362762	0.1744563	0.4438799	0.19803616
474	0.55836296	0.06944653	0.34601054	0.026179953
475	0.026557006	0.24309915	0.21475464	0.5155892
476	0.018766116	0.37513682	0.20695476	0.39914232
477	0.08281856	0.039693587	0.46845567	0.40903217
478	0.55581605	0.31121397	0.12793683	0.0050331648
479	0.01686774	0.10424368	0.63346446	0.24542414
480	0.14821042	0.06961183	0.33789343	0.44428432
481	0.36282885	0.009384764	0.27213222	0.35565415
482	0.0122448	0.3154433	0.2882525	0.38405937
483	0.29973692	0.012763283	0.39651474	0.29098505
484	0.11773038	0.12935965	0.7188788	0.03403116
485	0.3724062	0.10211281	0.44907847	0.0764025
486	0.21079175	0.5991992	0.102388285	0.087620795
487	0.46251994	0.11075161	0.21857138	0.20815709
488	0.11379931	0.3960743	0.0025959923	0.4875304
489	0.038617868	0.09538568	0.41840604	0.4475904
490	0.0153040225	0.26151723	0.13430764	0.5888711
491	0.35053346	0.31844527	0.26113695	0.06988434
492	0.22937347	0.30516028	0.3435123	0.12195395
493	0.19854932	0.383924	0.3356274	0.081899256
494	0.27231285	0.24994755	0.14140885	0.33633074
495	0.06408774	0.013566084	0.8028776	0.119468585
496	0.053847454	0.46362403	0.14447059	0.33805794
497	0.2937428	0.50263244	0.20337585	0.00024888734
498	0.17726603	0.68582994	0.023508059	0.11339595
499	0.37179714	0.03510501	0.19715574	0.39594212
500	0.30969098	0.022078555	0.29194817	0.3762823
501	0.2506923	0.22219042	0.005776838	0.5213404
502	0.022415822	0.4307889	0.25723118	0.28956407
503	0.24745609	0.2103136	0.34155965	0.20067067
504	0.030488491	0.06548806	0.8812628	0.022760654
505	0.24301724	0.15179941	0.16430505	0.4408783
506	0.02196276	0.05809918	0.5850064	0.33493167
507	0.323241	0.13905483	0.2215673	0.3161369
508	0.18782988	0.512542	0.068965204	0.2306629
509	0.32945263	0.048630893	0.19570647	0.42621
510	0.19315602	0.09625432	0.65119654	0.05939309
511	0.026922697	0.07957882	0.8599261	0.03357238
512	0.21508706	0.12307025	0.0915115	0.5703312
513	0.27163434	0.27360114	0.4301478	0.024616698
514	0.1513584	0.26271665	0.27942055	0.3065044
515	0.09931351	0.01099094	0.38579747	0.5038981
516	0.11662914	0.29753655	0.03647782	0.54935646
517	0.32527274	0.05992054	0.5141169	0.10068982
518	0.06769146	0.6747571	0.0008555558	0.25669584
519	0.5583399	0.1692439	0.14040038	0.13201581
520	0.4295465	0.08695819	0.4334601	0.050035212
521	0.025895467	0.45473877	0.30740348	0.2119623
522	0.031315245	0.17143646	0.30395398	0.4932943
523	0.4489308	0.19284788	0.14803036	0.21019097
524	0.4489866	0.061579727	0.09026103	0.39917266
525	0.7243675	0.14006019	0.11894761	0.016624708
526	0.14332595	0.4361696	0.3905828	0.029921647
527	0.44302157	0.002948786	0.54895276	0.0050768666
528	0.28886217	0.1658127	0.51112264	0.0342025
529	0.14245577	0.020136835	0.7606132	0.076794215
530	0.26375845	0.14762546	0.37489408	0.21372198
531	0.04893545	0.032023426	0.1545903	0.76445085
532	0.3096289	0.58750147	0.093364544	0.009505065
533	0.30639404	0.31727228	0.09333369	0.283
534	0.4617094	0.3608193	0.08379491	0.09367637
