sample_index,score,is_prototype,true_dominant_type,pred_dominant_type,true_Luminal_Macrophages,pred_Luminal_Macrophages,true_Type 2 alveolar,pred_Type 2 alveolar,true_Fibroblasts,pred_Fibroblasts,true_Dendritic cells,pred_Dendritic cells
1691,0.99832606,True,Dendritic cells,Dendritic cells,0.4,0.40006232,0.033333335,0.03183517,0.13333334,0.1314836,0.43333334,0.43661895
3131,0.9983239,True,Luminal_Macrophages,Luminal_Macrophages,0.3,0.3032742,0.26666668,0.26674455,0.3,0.29843152,0.13333334,0.1315497
1696,0.9983208,True,Fibroblasts,Fibroblasts,0.033333335,0.03296399,0.1,0.09728366,0.6666667,0.666394,0.2,0.20335835
2522,0.99831855,True,Type 2 alveolar,Dendritic cells,0.1724138,0.1757767,0.31034482,0.30955833,0.20689656,0.20482817,0.31034482,0.3098368
4610,0.99830943,True,Dendritic cells,Dendritic cells,0.06666667,0.06361928,0.2,0.20124242,0.33333334,0.33547202,0.4,0.3996663
3314,0.9982807,True,Luminal_Macrophages,Luminal_Macrophages,0.33333334,0.3364947,0.33333334,0.33361056,0.23333333,0.23252037,0.1,0.09737436
3447,0.9982553,True,Luminal_Macrophages,Dendritic cells,0.27586207,0.27525115,0.2413793,0.23916134,0.20689656,0.20623602,0.27586207,0.2793514
3472,0.99824446,True,Dendritic cells,Dendritic cells,0.2,0.19869725,0.23333333,0.23559284,0.26666668,0.2679183,0.3,0.29779163
3670,0.9982363,True,Type 2 alveolar,Type 2 alveolar,0.22580644,0.22420472,0.32258064,0.324795,0.29032257,0.2883969,0.16129032,0.16260338
2293,0.99823177,False,Luminal_Macrophages,Luminal_Macrophages,0.27586207,0.2792752,0.2413793,0.24150261,0.27586207,0.27353686,0.20689656,0.20568533
2910,0.998229,False,Luminal_Macrophages,Type 2 alveolar,0.3,0.29993725,0.3,0.30354196,0.26666668,0.2662036,0.13333334,0.13031712
1418,0.9982236,False,Luminal_Macrophages,Luminal_Macrophages,0.3548387,0.35291907,0.09677419,0.10032697,0.22580644,0.22549844,0.32258064,0.3212555
2494,0.9982064,False,Luminal_Macrophages,Luminal_Macrophages,0.3,0.30084577,0.23333333,0.23607473,0.16666667,0.16554646,0.3,0.29753298
371,0.99820596,False,Luminal_Macrophages,Luminal_Macrophages,0.7,0.7012888,0.16666667,0.1689659,0.033333335,0.031129058,0.1,0.098616116
1177,0.99820036,False,Dendritic cells,Dendritic cells,0.1,0.09668601,0.033333335,0.03653468,0.4,0.39971465,0.46666667,0.46706465
2210,0.9981698,False,Dendritic cells,Dendritic cells,0.06451613,0.06556056,0.3548387,0.35485816,0.12903225,0.12537177,0.4516129,0.4542095
1699,0.99816287,False,Luminal_Macrophages,Type 2 alveolar,0.3448276,0.34198096,0.3448276,0.34634954,0.2413793,0.24055165,0.06896552,0.07111786
910,0.9981603,False,Luminal_Macrophages,Luminal_Macrophages,0.67741936,0.6808684,0.09677419,0.095616214,0.09677419,0.09425273,0.12903225,0.12926269
1087,0.998151,False,Dendritic cells,Dendritic cells,0.033333335,0.03287221,0.36666667,0.36544085,0.13333334,0.13132234,0.46666667,0.47036463
489,0.99814373,False,Type 2 alveolar,Type 2 alveolar,0.3448276,0.3471836,0.4827586,0.47934535,0.03448276,0.035839304,0.13793103,0.13763176
2017,0.99813884,False,Luminal_Macrophages,Luminal_Macrophages,0.33333334,0.33598632,0.1,0.10106934,0.26666668,0.26638576,0.3,0.29655862
47,0.99813354,False,Fibroblasts,Fibroblasts,0.033333335,0.033058148,0.4,0.4017006,0.5,0.49654233,0.06666667,0.068698965
1849,0.99811995,False,Dendritic cells,Dendritic cells,0.36666667,0.36957303,0.1,0.096239835,0.033333335,0.033596687,0.5,0.50059044
1371,0.99811953,False,Type 2 alveolar,Type 2 alveolar,0.06666667,0.06331901,0.53333336,0.5358223,0.2,0.20127206,0.2,0.19958673
1291,0.9981142,False,Luminal_Macrophages,Luminal_Macrophages,0.3448276,0.34501582,0.1724138,0.16884205,0.20689656,0.20669681,0.27586207,0.27944532
213,0.99810255,False,Dendritic cells,Dendritic cells,0.3,0.30222532,0.3,0.2982264,0.033333335,0.034902886,0.36666667,0.36464542
485,0.99809426,False,Luminal_Macrophages,Luminal_Macrophages,0.44827586,0.45125315,0.06896552,0.06963139,0.10344828,0.09963675,0.37931034,0.37947872
2647,0.998088,False,Type 2 alveolar,Type 2 alveolar,0.1,0.10060004,0.3,0.30322394,0.3,0.2961908,0.3,0.29998523
3940,0.9980873,False,Type 2 alveolar,Type 2 alveolar,0.032258064,0.03517277,0.7096774,0.70726573,0.16129032,0.15987663,0.09677419,0.097684905
1356,0.9980746,False,Luminal_Macrophages,Luminal_Macrophages,0.33333334,0.33692086,0.23333333,0.23359667,0.2,0.19679904,0.23333333,0.23268344
2113,0.9980664,False,Dendritic cells,Dendritic cells,0.33333334,0.33453965,0.1,0.09754215,0.033333335,0.03192406,0.53333336,0.5359941
3444,0.9980403,False,Type 2 alveolar,Type 2 alveolar,0.1724138,0.17230657,0.3448276,0.34101546,0.31034482,0.31230724,0.1724138,0.17437075
2530,0.9980301,False,Fibroblasts,Fibroblasts,0.03448276,0.035756137,0.13793103,0.13553138,0.44827586,0.45094225,0.37931034,0.3777702
3684,0.99802786,False,Dendritic cells,Dendritic cells,0.2,0.1976632,0.26666668,0.26550344,0.2,0.20394433,0.33333334,0.33288905
2883,0.99802667,False,Type 2 alveolar,Type 2 alveolar,0.1724138,0.17636049,0.31034482,0.31031898,0.20689656,0.2049578,0.31034482,0.3083628
517,0.9980256,False,Dendritic cells,Dendritic cells,0.36666667,0.36472607,0.033333335,0.037095703,0.13333334,0.13132516,0.46666667,0.46685305
1574,0.99801075,False,Luminal_Macrophages,Luminal_Macrophages,0.5,0.50109136,0.033333335,0.033749044,0.33333334,0.32935488,0.13333334,0.1358047
697,0.99799985,False,Type 2 alveolar,Type 2 alveolar,0.16129032,0.16202801,0.61290324,0.6107613,0.12903225,0.13229483,0.09677419,0.09491592
3713,0.99799365,False,Luminal_Macrophages,Luminal_Macrophages,0.32258064,0.32234344,0.29032257,0.2943353,0.06451613,0.0634176,0.32258064,0.3199037
1626,0.9979904,False,Fibroblasts,Fibroblasts,0.13333334,0.13293199,0.1,0.09638217,0.4,0.4002131,0.36666667,0.37047276
3613,0.9979881,False,Luminal_Macrophages,Luminal_Macrophages,0.32258064,0.3243979,0.32258064,0.32223275,0.29032257,0.29252917,0.06451613,0.060840186
3214,0.9979424,False,Type 2 alveolar,Type 2 alveolar,0.16666667,0.1667891,0.43333334,0.43023878,0.36666667,0.36564595,0.033333335,0.03732617
4130,0.9979357,False,Dendritic cells,Dendritic cells,0.06666667,0.067422606,0.3,0.29587135,0.3,0.30328044,0.33333334,0.33342555
4620,0.997934,False,Fibroblasts,Dendritic cells,0.13333334,0.13361807,0.2,0.19765927,0.33333334,0.331542,0.33333334,0.3371807
4674,0.9979316,False,Luminal_Macrophages,Luminal_Macrophages,0.3,0.29775393,0.2,0.20369877,0.23333333,0.23377144,0.26666668,0.26477593
1204,0.99790394,False,Fibroblasts,Fibroblasts,0.10344828,0.102410026,0.37931034,0.38350248,0.4827586,0.47983375,0.03448276,0.034253716
3316,0.99790037,False,Luminal_Macrophages,Type 2 alveolar,0.32258064,0.32218954,0.32258064,0.3250315,0.16129032,0.15748213,0.19354838,0.19529684
4938,0.9978991,False,Luminal_Macrophages,Luminal_Macrophages,0.36666667,0.36961892,0.36666667,0.36535576,0.13333334,0.13044243,0.13333334,0.13458288
469,0.997894,False,Dendritic cells,Dendritic cells,0.3,0.3028658,0.3,0.29638475,0.06666667,0.066069834,0.33333334,0.3346796
3864,0.99788123,False,Type 2 alveolar,Type 2 alveolar,0.06666667,0.063285485,0.46666667,0.46581036,0.033333335,0.034076113,0.43333334,0.43682802
3292,0.9978803,False,Type 2 alveolar,Type 2 alveolar,0.12903225,0.12955357,0.48387095,0.4863618,0.19354838,0.18930894,0.19354838,0.1947757
1415,0.9978716,False,Luminal_Macrophages,Luminal_Macrophages,0.33333334,0.33556402,0.13333334,0.13014862,0.2,0.1989279,0.33333334,0.33535942
463,0.99785894,False,Type 2 alveolar,Type 2 alveolar,0.10344828,0.10479325,0.31034482,0.3103674,0.27586207,0.27877662,0.31034482,0.30606276
1485,0.9978534,False,Luminal_Macrophages,Luminal_Macrophages,0.41379312,0.4105387,0.13793103,0.13761984,0.3448276,0.34410003,0.10344828,0.107741445
4490,0.9978514,False,Type 2 alveolar,Type 2 alveolar,0.09677419,0.09953546,0.4516129,0.45314893,0.3548387,0.35481855,0.09677419,0.09249702
1180,0.99784803,False,Luminal_Macrophages,Luminal_Macrophages,0.32258064,0.3221443,0.12903225,0.126677,0.2580645,0.25655216,0.29032257,0.29462653
1450,0.99784535,False,Luminal_Macrophages,Luminal_Macrophages,0.4516129,0.45521525,0.16129032,0.15974508,0.3548387,0.3520747,0.032258064,0.032964982
2025,0.99784374,False,Dendritic cells,Dendritic cells,0.29032257,0.28915143,0.29032257,0.29126024,0.032258064,0.035632983,0.38709676,0.3839554
1270,0.9978423,False,Luminal_Macrophages,Luminal_Macrophages,0.33333334,0.33341786,0.13333334,0.1290179,0.23333333,0.23337859,0.3,0.30418566
2120,0.9978372,False,Type 2 alveolar,Type 2 alveolar,0.033333335,0.035380628,0.6,0.60083646,0.33333334,0.32900777,0.033333335,0.03477518
279,0.9978343,False,Type 2 alveolar,Type 2 alveolar,0.20689656,0.20783825,0.27586207,0.27885187,0.27586207,0.27153078,0.2413793,0.24177916
3692,0.9978217,False,Dendritic cells,Dendritic cells,0.37931034,0.3761276,0.03448276,0.037918326,0.06896552,0.06779169,0.51724136,0.51816237
4648,0.99781567,False,Luminal_Macrophages,Type 2 alveolar,0.36666667,0.36771402,0.36666667,0.36921236,0.16666667,0.16744232,0.1,0.09563128
1914,0.9977975,False,Fibroblasts,Dendritic cells,0.10344828,0.102786705,0.13793103,0.13683012,0.37931034,0.37666774,0.37931034,0.3837154
4980,0.9977952,False,Type 2 alveolar,Type 2 alveolar,0.10344828,0.10785781,0.3448276,0.3439231,0.3448276,0.3425543,0.20689656,0.20566477
2819,0.99779356,False,Luminal_Macrophages,Luminal_Macrophages,0.33333334,0.33518302,0.3,0.3025632,0.2,0.19838864,0.16666667,0.1638652
1461,0.9977774,False,Luminal_Macrophages,Luminal_Macrophages,0.33333334,0.33570424,0.26666668,0.2678282,0.2,0.19555476,0.2,0.20091282
2597,0.99776524,False,Luminal_Macrophages,Luminal_Macrophages,0.46666667,0.46455783,0.033333335,0.037802912,0.36666667,0.36465248,0.13333334,0.13298683
1831,0.9977557,False,Fibroblasts,Dendritic cells,0.16666667,0.16772513,0.033333335,0.03440149,0.4,0.39551142,0.4,0.402362
1111,0.99773926,False,Luminal_Macrophages,Luminal_Macrophages,0.36666667,0.3649799,0.16666667,0.16576695,0.3,0.30452147,0.16666667,0.16473174
819,0.9977367,False,Luminal_Macrophages,Luminal_Macrophages,0.7419355,0.7422772,0.06451613,0.060987663,0.16129032,0.16029224,0.032258064,0.03644297
940,0.997728,False,Type 2 alveolar,Type 2 alveolar,0.06451613,0.06364753,0.41935483,0.42212135,0.3548387,0.35661623,0.16129032,0.1576149
3024,0.99772686,False,Type 2 alveolar,Type 2 alveolar,0.09677419,0.09243062,0.38709676,0.3896542,0.3548387,0.35682762,0.16129032,0.1610876
4629,0.9977266,False,Luminal_Macrophages,Luminal_Macrophages,0.29032257,0.2948693,0.22580644,0.22474875,0.2580645,0.25522757,0.22580644,0.22515434
2484,0.9977246,False,Fibroblasts,Fibroblasts,0.033333335,0.03290345,0.26666668,0.26565465,0.36666667,0.3635577,0.33333334,0.33788416
1878,0.9977239,False,Luminal_Macrophages,Luminal_Macrophages,0.4,0.39544773,0.23333333,0.23495547,0.23333333,0.23586176,0.13333334,0.13373506
193,0.99772274,False,Luminal_Macrophages,Luminal_Macrophages,0.4,0.40455446,0.16666667,0.16281308,0.36666667,0.3661198,0.06666667,0.06651259
1462,0.99772155,False,Luminal_Macrophages,Dendritic cells,0.38709676,0.3855595,0.16129032,0.16584715,0.06451613,0.061610997,0.38709676,0.38698232
2455,0.99772036,False,Luminal_Macrophages,Luminal_Macrophages,0.26666668,0.26623583,0.26666668,0.2641624,0.23333333,0.23170912,0.23333333,0.23789266
1822,0.9977156,False,Dendritic cells,Dendritic cells,0.33333334,0.33613652,0.2,0.20062472,0.033333335,0.03447417,0.43333334,0.42876455
1471,0.9977018,False,Type 2 alveolar,Type 2 alveolar,0.13333334,0.12873694,0.3,0.3027345,0.26666668,0.2672829,0.3,0.30124566
4435,0.99769276,False,Dendritic cells,Dendritic cells,0.12903225,0.13364674,0.19354838,0.19295754,0.32258064,0.3220564,0.3548387,0.35133937
1526,0.9976918,False,Luminal_Macrophages,Luminal_Macrophages,0.5,0.50359327,0.06666667,0.06608123,0.33333334,0.33435646,0.1,0.095969096
242,0.9976695,False,Luminal_Macrophages,Luminal_Macrophages,0.4,0.39775887,0.3,0.30240765,0.2,0.19758013,0.1,0.10225338
4655,0.9976542,False,Fibroblasts,Fibroblasts,0.032258064,0.031324547,0.12903225,0.1309671,0.6451613,0.64791805,0.19354838,0.18979028
4494,0.99764806,False,Dendritic cells,Dendritic cells,0.16666667,0.17137054,0.26666668,0.26241013,0.26666668,0.26632372,0.3,0.2998956
4034,0.9976362,False,Luminal_Macrophages,Luminal_Macrophages,0.3,0.30217442,0.13333334,0.13201505,0.3,0.2965907,0.26666668,0.26921982
1537,0.9976304,False,Dendritic cells,Dendritic cells,0.1,0.09828872,0.13333334,0.1337662,0.33333334,0.33763963,0.43333334,0.4303055
1283,0.9976272,False,Luminal_Macrophages,Luminal_Macrophages,0.36666667,0.3624213,0.033333335,0.035464782,0.3,0.2994998,0.3,0.3026141
4245,0.9976079,False,Luminal_Macrophages,Type 2 alveolar,0.27586207,0.27762026,0.27586207,0.27888817,0.27586207,0.27507058,0.1724138,0.16842103
3987,0.99759436,False,Type 2 alveolar,Type 2 alveolar,0.033333335,0.03334254,0.43333334,0.4378105,0.4,0.39518872,0.13333334,0.13365822
2671,0.99758995,False,Luminal_Macrophages,Luminal_Macrophages,0.5,0.49807352,0.033333335,0.036661536,0.3,0.3014919,0.16666667,0.16377306
2188,0.9975686,False,Luminal_Macrophages,Luminal_Macrophages,0.43333334,0.43547347,0.16666667,0.16180392,0.033333335,0.033660665,0.36666667,0.36906192
176,0.9975652,False,Luminal_Macrophages,Luminal_Macrophages,0.33333334,0.3316175,0.3,0.30187434,0.2,0.19684628,0.16666667,0.1696619
923,0.99756455,False,Luminal_Macrophages,Luminal_Macrophages,0.32258064,0.32100698,0.12903225,0.13184722,0.22580644,0.22786236,0.32258064,0.31928343
1847,0.9975638,False,Luminal_Macrophages,Luminal_Macrophages,0.33333334,0.33576107,0.16666667,0.16400228,0.26666668,0.26911137,0.23333333,0.23112528
984,0.9975618,False,Fibroblasts,Dendritic cells,0.20689656,0.211638,0.1724138,0.16977373,0.31034482,0.3081085,0.31034482,0.31047976
1722,0.99754786,False,Luminal_Macrophages,Type 2 alveolar,0.43333334,0.43015665,0.43333334,0.4316058,0.1,0.10199253,0.033333335,0.036245067
2128,0.9975448,False,Fibroblasts,Fibroblasts,0.2,0.20169602,0.06666667,0.06811901,0.6666667,0.6684286,0.06666667,0.06175628
3076,0.99754405,False,Type 2 alveolar,Type 2 alveolar,0.23333333,0.22880922,0.3,0.30065534,0.26666668,0.26627886,0.2,0.20425653
4909,0.9975254,False,Dendritic cells,Dendritic cells,0.16666667,0.1676229,0.26666668,0.2673231,0.26666668,0.27000323,0.3,0.29505077
4136,0.99752355,False,Type 2 alveolar,Type 2 alveolar,0.033333335,0.036403667,0.46666667,0.46854925,0.36666667,0.36608523,0.13333334,0.12896189
2111,0.99751174,False,Luminal_Macrophages,Luminal_Macrophages,0.33333334,0.32920927,0.23333333,0.23599485,0.26666668,0.26898167,0.16666667,0.16581428
394,0.9974615,False,Dendritic cells,Dendritic cells,0.033333335,0.03625601,0.36666667,0.3615897,0.16666667,0.1669524,0.43333334,0.43520194
3656,0.99745405,False,Luminal_Macrophages,Luminal_Macrophages,0.3,0.30169192,0.3,0.30024168,0.23333333,0.22824144,0.16666667,0.16982496
1936,0.9974493,False,Luminal_Macrophages,Luminal_Macrophages,0.33333334,0.33843473,0.16666667,0.16514477,0.16666667,0.16563702,0.33333334,0.3307835
4429,0.9974447,False,Type 2 alveolar,Type 2 alveolar,0.06666667,0.0691628,0.43333334,0.43368196,0.13333334,0.12822275,0.36666667,0.36893246
3245,0.99744153,False,Type 2 alveolar,Type 2 alveolar,0.23333333,0.22846366,0.3,0.30476132,0.26666668,0.26641947,0.2,0.2003556
3145,0.9974387,False,Type 2 alveolar,Dendritic cells,0.13333334,0.13107839,0.4,0.40130782,0.06666667,0.06379907,0.4,0.40381467
3488,0.9974369,False,Luminal_Macrophages,Luminal_Macrophages,0.3448276,0.34624928,0.1724138,0.17319614,0.1724138,0.1672875,0.31034482,0.31326708
477,0.99743336,False,Luminal_Macrophages,Luminal_Macrophages,0.36666667,0.3641427,0.13333334,0.13498084,0.16666667,0.16405737,0.33333334,0.33681905
2377,0.99742866,False,Type 2 alveolar,Type 2 alveolar,0.1,0.09633807,0.4,0.40253627,0.36666667,0.36927307,0.13333334,0.13185261
4383,0.99742305,False,Type 2 alveolar,Type 2 alveolar,0.3,0.30483508,0.33333334,0.33365217,0.16666667,0.16174482,0.2,0.19976799
4973,0.997414,False,Dendritic cells,Dendritic cells,0.2,0.19612095,0.16666667,0.16805552,0.3,0.30378315,0.33333334,0.3320404
4767,0.997411,False,Type 2 alveolar,Type 2 alveolar,0.13333334,0.13851129,0.36666667,0.36377487,0.33333334,0.3328809,0.16666667,0.16483288
951,0.997409,False,Luminal_Macrophages,Luminal_Macrophages,0.41935483,0.42148602,0.06451613,0.06696898,0.12903225,0.1296303,0.38709676,0.38191468
980,0.99740684,False,Luminal_Macrophages,Luminal_Macrophages,0.26666668,0.26862475,0.26666668,0.26818946,0.23333333,0.228147,0.23333333,0.23503876
4223,0.99740636,False,Fibroblasts,Fibroblasts,0.16666667,0.16277099,0.033333335,0.036782928,0.76666665,0.7653751,0.033333335,0.03507096
128,0.99740064,False,Fibroblasts,Fibroblasts,0.1,0.099346444,0.16666667,0.16986775,0.53333336,0.5287882,0.2,0.20199762
745,0.99739915,False,Type 2 alveolar,Type 2 alveolar,0.1,0.10520173,0.3,0.29982835,0.3,0.29752886,0.3,0.2974411
2087,0.9973708,False,Dendritic cells,Dendritic cells,0.1,0.10500407,0.16666667,0.16363615,0.33333334,0.33358765,0.4,0.3977721
3631,0.99737054,False,Luminal_Macrophages,Luminal_Macrophages,0.36666667,0.36458632,0.16666667,0.16348815,0.3,0.30331334,0.16666667,0.16861221
2688,0.99736947,False,Type 2 alveolar,Type 2 alveolar,0.16666667,0.17189522,0.3,0.30003253,0.23333333,0.23324089,0.3,0.29483137
2770,0.99736327,False,Type 2 alveolar,Dendritic cells,0.16129032,0.1617972,0.32258064,0.32431492,0.19354838,0.18827496,0.32258064,0.32561287
4716,0.99735826,False,Luminal_Macrophages,Dendritic cells,0.36666667,0.36709154,0.1,0.09769117,0.16666667,0.16369206,0.36666667,0.37152526
1926,0.99735135,False,Fibroblasts,Fibroblasts,0.13333334,0.13372481,0.16666667,0.16299301,0.5,0.4983763,0.2,0.2049059
3991,0.9973487,False,Dendritic cells,Dendritic cells,0.1,0.10193556,0.33333334,0.3367003,0.2,0.19755395,0.36666667,0.3638102
393,0.997333,False,Dendritic cells,Dendritic cells,0.2,0.2009401,0.2,0.20340025,0.16666667,0.16766039,0.43333334,0.42799926
2323,0.9973265,False,Type 2 alveolar,Dendritic cells,0.12903225,0.13379082,0.3548387,0.3503894,0.16129032,0.16187875,0.3548387,0.353941
1084,0.997312,False,Type 2 alveolar,Dendritic cells,0.13333334,0.13830297,0.33333334,0.3300107,0.2,0.19794664,0.33333334,0.3337396
226,0.99731153,False,Luminal_Macrophages,Luminal_Macrophages,0.33333334,0.33871028,0.26666668,0.26603505,0.3,0.29956034,0.1,0.09569429
802,0.99729806,False,Luminal_Macrophages,Luminal_Macrophages,0.33333334,0.32948166,0.2,0.19844781,0.3,0.30302912,0.16666667,0.16904141
2540,0.99727094,False,Type 2 alveolar,Type 2 alveolar,0.2,0.20002748,0.3,0.29781535,0.26666668,0.26339325,0.23333333,0.23876393
3921,0.9972698,False,Type 2 alveolar,Type 2 alveolar,0.03448276,0.03505698,0.4827586,0.48012814,0.31034482,0.31523097,0.1724138,0.16958384
3563,0.9972517,False,Dendritic cells,Dendritic cells,0.36666667,0.3662787,0.2,0.19721745,0.033333335,0.038829874,0.4,0.39767393
1776,0.9972505,False,Type 2 alveolar,Type 2 alveolar,0.1,0.101291426,0.43333334,0.42831293,0.33333334,0.33754092,0.13333334,0.1328547
585,0.9972504,False,Luminal_Macrophages,Luminal_Macrophages,0.36666667,0.37029317,0.13333334,0.13084817,0.13333334,0.13031928,0.36666667,0.36853942
4937,0.99724835,False,Fibroblasts,Dendritic cells,0.2,0.19496168,0.2,0.20379704,0.3,0.29953504,0.3,0.30170622
1171,0.99724287,False,Luminal_Macrophages,Luminal_Macrophages,0.3,0.3055143,0.3,0.29962483,0.16666667,0.1622735,0.23333333,0.23258735
